CD_YEAR;CD_REFNIS;TX_REFNIS_DESCR_FR;TX_REFNIS_DESCR_NL;CD_STAT_SECTOR;MS_NUM_HH;MS_NUM_CAR
2019;11053;Wuustwezel;Wuustwezel;11053A381;218;287
2019;11053;Wuustwezel;Wuustwezel;11053A391;13;27
2019;11053;Wuustwezel;Wuustwezel;11053A400;381;531
2019;11053;Wuustwezel;Wuustwezel;11053A480;40;64
2019;11053;Wuustwezel;Wuustwezel;11053A49-;138;195
2019;11053;Wuustwezel;Wuustwezel;11053A512;51;82
2019;11053;Wuustwezel;Wuustwezel;11053A591;174;240
2019;11053;Wuustwezel;Wuustwezel;11053A610;201;266
2019;11053;Wuustwezel;Wuustwezel;11053A622;159;234
2019;11053;Wuustwezel;Wuustwezel;11053A681;173;259
2019;11053;Wuustwezel;Wuustwezel;11053B000;821;1.030
2019;11053;Wuustwezel;Wuustwezel;11053B01-;40;59
2019;11053;Wuustwezel;Wuustwezel;11053B022;133;205
2019;11053;Wuustwezel;Wuustwezel;11053B033;198;288
2019;11053;Wuustwezel;Wuustwezel;11053B081;139;214
2019;11053;Wuustwezel;Wuustwezel;11053B09-;107;162
2019;11053;Wuustwezel;Wuustwezel;11053B10-;35;37
2019;11053;Wuustwezel;Wuustwezel;11053B18-;87;116
2019;11053;Wuustwezel;Wuustwezel;11053B19-;53;74
2019;11053;Wuustwezel;Wuustwezel;11053ZZZZ;17;-00
2019;11054;Zandhoven;Zandhoven;11054A00-;690;790
2019;11054;Zandhoven;Zandhoven;11054A01-;252;323
2019;11054;Zandhoven;Zandhoven;11054A02-;221;314
2019;11054;Zandhoven;Zandhoven;11054A0AA;176;290
2019;11054;Zandhoven;Zandhoven;11054A0BA;254;384
2019;11054;Zandhoven;Zandhoven;11054A0CB;133;202
2019;11054;Zandhoven;Zandhoven;11054A0PA;129;189
2019;11054;Zandhoven;Zandhoven;11054A0QB;37;52
2019;11054;Zandhoven;Zandhoven;11054A19-;222;252
2019;11054;Zandhoven;Zandhoven;11054B00-;340;434
2019;11054;Zandhoven;Zandhoven;11054B01-;197;254
2019;11054;Zandhoven;Zandhoven;11054B022;331;501
2019;11054;Zandhoven;Zandhoven;11054B08-;73;100
2019;11054;Zandhoven;Zandhoven;11054B091;175;290
2019;11054;Zandhoven;Zandhoven;11054C00-;473;597
2019;11054;Zandhoven;Zandhoven;11054C01-;218;328
2019;11054;Zandhoven;Zandhoven;11054C081;133;212
2019;11054;Zandhoven;Zandhoven;11054C0AA;83;111
2019;11054;Zandhoven;Zandhoven;11054C0PA;63;97
2019;11054;Zandhoven;Zandhoven;11054C112;162;291
2019;11054;Zandhoven;Zandhoven;11054C19-;34;49
2019;11054;Zandhoven;Zandhoven;11054D00-;279;376
2019;11054;Zandhoven;Zandhoven;11054D08-;76;110
2019;11054;Zandhoven;Zandhoven;11054D0AA;78;155
2019;11054;Zandhoven;Zandhoven;11054D0PA;64;109
2019;11054;Zandhoven;Zandhoven;11054D19-;33;39
2019;11054;Zandhoven;Zandhoven;11054E00-;223;266
2019;11054;Zandhoven;Zandhoven;11054E01-;43;58
2019;11054;Zandhoven;Zandhoven;11054E022;120;173
2019;11054;Zandhoven;Zandhoven;11054E08-;85;106
2019;11054;Zandhoven;Zandhoven;11054E091;43;61
2019;11054;Zandhoven;Zandhoven;11054ZZZZ;1;1
2019;11055;Zoersel;Zoersel;11055A000;777;890
2019;11055;Zoersel;Zoersel;11055A02-;368;560
2019;11055;Zoersel;Zoersel;11055A03-;149;248
2019;11055;Zoersel;Zoersel;11055A091;216;344
2019;11055;Zoersel;Zoersel;11055A0BP;352;485
2019;11055;Zoersel;Zoersel;11055A0PN;185;284
2019;11055;Zoersel;Zoersel;11055A10-;610;566
2019;11055;Zoersel;Zoersel;11055A11-;606;559
2019;11055;Zoersel;Zoersel;11055A142;258;386
2019;11055;Zoersel;Zoersel;11055A152;557;823
2019;11055;Zoersel;Zoersel;11055A181;59;77
2019;11055;Zoersel;Zoersel;11055A191;15;23
2019;11055;Zoersel;Zoersel;11055A213;665;942
2019;11055;Zoersel;Zoersel;11055A224;469;743
2019;11055;Zoersel;Zoersel;11055A235;316;494
2019;11055;Zoersel;Zoersel;11055A242;92;152
2019;11055;Zoersel;Zoersel;11055A293;56;107
2019;11055;Zoersel;Zoersel;11055A313;106;185
2019;11055;Zoersel;Zoersel;11055B000;504;652
2019;11055;Zoersel;Zoersel;11055B010;190;307
2019;11055;Zoersel;Zoersel;11055B02-;94;165
2019;11055;Zoersel;Zoersel;11055B030;349;482
2019;11055;Zoersel;Zoersel;11055B080;138;173
2019;11055;Zoersel;Zoersel;11055B090;97;140
2019;11055;Zoersel;Zoersel;11055B110;656;1.013
2019;11055;Zoersel;Zoersel;11055B120;1.022;1.569
2019;11056;Zwijndrecht;Zwijndrecht;11056A00-;761;711
2019;11056;Zwijndrecht;Zwijndrecht;11056A01-;733;684
2019;11056;Zwijndrecht;Zwijndrecht;11056A02-;296;227
2019;11056;Zwijndrecht;Zwijndrecht;11056A03-;183;226
2019;11056;Zwijndrecht;Zwijndrecht;11056A04-;190;232
2019;11056;Zwijndrecht;Zwijndrecht;11056A05-;223;272
2019;11056;Zwijndrecht;Zwijndrecht;11056A081;21;33
2019;11056;Zwijndrecht;Zwijndrecht;11056A091;167;212
2019;11056;Zwijndrecht;Zwijndrecht;11056A210;652;625
2019;11056;Zwijndrecht;Zwijndrecht;11056A220;878;1.015
2019;11056;Zwijndrecht;Zwijndrecht;11056A312;288;309
2019;11056;Zwijndrecht;Zwijndrecht;11056A412;522;682
2019;11056;Zwijndrecht;Zwijndrecht;11056B00-;1.386;1.395
2019;11056;Zwijndrecht;Zwijndrecht;11056B01-;874;945
2019;11056;Zwijndrecht;Zwijndrecht;11056B02-;582;651
2019;11056;Zwijndrecht;Zwijndrecht;11056B032;128;162
2019;11056;Zwijndrecht;Zwijndrecht;11056B053;170;199
2019;11056;Zwijndrecht;Zwijndrecht;11056B072;12;14
2019;11056;Zwijndrecht;Zwijndrecht;11056B091;57;89
2019;11056;Zwijndrecht;Zwijndrecht;11056B17-;49;55
2019;11056;Zwijndrecht;Zwijndrecht;11056B273;35;48
2019;11056;Zwijndrecht;Zwijndrecht;11056ZZZZ;2;1
2019;11057;Malle;Malle;11057A00-;530;473
2019;11057;Malle;Malle;11057A010;806;943
2019;11057;Malle;Malle;11057A02-;448;564
2019;11057;Malle;Malle;11057A03-;338;365
2019;11057;Malle;Malle;11057A042;118;152
2019;11057;Malle;Malle;11057A091;117;156
2019;11057;Malle;Malle;11057A10-;362;535
2019;11057;Malle;Malle;11057A110;372;619
2019;11057;Malle;Malle;11057A132;72;97
2019;11057;Malle;Malle;11057A191;52;33
2019;11057;Malle;Malle;11057A3MW;28;56
2019;11057;Malle;Malle;11057A3PW;128;184
2019;11057;Malle;Malle;11057B00-;723;629
2019;11057;Malle;Malle;11057B02-;256;317
2019;11057;Malle;Malle;11057B04-;399;513
2019;11057;Malle;Malle;11057B0MA;15;25
2019;11057;Malle;Malle;11057B0PA;250;367
2019;11057;Malle;Malle;11057B1PN;18;30
2019;11057;Malle;Malle;11057B212;125;165
2019;11057;Malle;Malle;11057B22-;190;262
2019;11057;Malle;Malle;11057B233;342;530
2019;11057;Malle;Malle;11057B314;294;432
2019;11057;Malle;Malle;11057B32-;198;250
2019;11057;Malle;Malle;11057B335;160;259
2019;12002;Berlaar;Berlaar;12002A001;511;498
2019;12002;Berlaar;Berlaar;12002A012;747;880
2019;12002;Berlaar;Berlaar;12002A023;655;734
2019;12002;Berlaar;Berlaar;12002A0AB;167;253
2019;12002;Berlaar;Berlaar;12002A0PB;309;437
2019;12002;Berlaar;Berlaar;12002A19-;63;95
2019;12002;Berlaar;Berlaar;12002A200;537;727
2019;12002;Berlaar;Berlaar;12002A21-;216;289
2019;12002;Berlaar;Berlaar;12002A29-;244;363
2019;12002;Berlaar;Berlaar;12002A300;893;1.131
2019;12002;Berlaar;Berlaar;12002A3MA;55;75
2019;12002;Berlaar;Berlaar;12002A3PA;428;703
2019;12002;Berlaar;Berlaar;12002ZZZZ;4;-00
2019;12005;Bonheiden;Bonheiden;12005A000;913;908
2019;12005;Bonheiden;Bonheiden;12005A01-;570;809
2019;12005;Bonheiden;Bonheiden;12005A02-;493;700
2019;12005;Bonheiden;Bonheiden;12005A032;280;355
2019;12005;Bonheiden;Bonheiden;12005A081;74;103
2019;12005;Bonheiden;Bonheiden;12005A091;133;228
2019;12005;Bonheiden;Bonheiden;12005A100;726;986
2019;12005;Bonheiden;Bonheiden;12005A11-;143;202
2019;12005;Bonheiden;Bonheiden;12005A122;116;178
2019;12005;Bonheiden;Bonheiden;12005A183;2;3
2019;12005;Bonheiden;Bonheiden;12005A190;362;500
2019;12005;Bonheiden;Bonheiden;12005B00-;389;480
2019;12005;Bonheiden;Bonheiden;12005B01-;505;794
2019;12005;Bonheiden;Bonheiden;12005B022;59;71
2019;12005;Bonheiden;Bonheiden;12005B0PN;129;185
2019;12005;Bonheiden;Bonheiden;12005B18-;365;590
2019;12005;Bonheiden;Bonheiden;12005B191;38;56
2019;12005;Bonheiden;Bonheiden;12005B202;293;529
2019;12005;Bonheiden;Bonheiden;12005B291;192;301
2019;12005;Bonheiden;Bonheiden;12005B39-;293;394
2019;12005;Bonheiden;Bonheiden;12005ZZZZ;2;2
2019;12007;Bornem;Bornem;12007A001;1.865;1.753
2019;12007;Bornem;Bornem;12007A01-;571;649
2019;12007;Bornem;Bornem;12007A021;954;1.132
2019;12007;Bornem;Bornem;12007A032;206;158
2019;12007;Bornem;Bornem;12007A043;208;246
2019;12007;Bornem;Bornem;12007A052;196;299
2019;12007;Bornem;Bornem;12007A073;233;415
2019;12007;Bornem;Bornem;12007A081;198;266
2019;12007;Bornem;Bornem;12007A09-;246;336
2019;12007;Bornem;Bornem;12007A100;505;626
2019;12007;Bornem;Bornem;12007A112;206;349
2019;12007;Bornem;Bornem;12007A122;541;695
2019;12007;Bornem;Bornem;12007A183;13;20
2019;12007;Bornem;Bornem;12007A191;103;146
2019;12007;Bornem;Bornem;12007B00-;554;697
2019;12007;Bornem;Bornem;12007B012;287;446
2019;12007;Bornem;Bornem;12007B081;109;180
2019;12007;Bornem;Bornem;12007B09-;172;257
2019;12007;Bornem;Bornem;12007B100;641;819
2019;12007;Bornem;Bornem;12007B20-;184;260
2019;12007;Bornem;Bornem;12007B29-;20;26
2019;12007;Bornem;Bornem;12007B3MA;18;17
2019;12007;Bornem;Bornem;12007B3PA;68;99
2019;12007;Bornem;Bornem;12007C00-;521;596
2019;12007;Bornem;Bornem;12007C01-;292;375
2019;12007;Bornem;Bornem;12007C082;11;18
2019;12007;Bornem;Bornem;12007C091;97;176
2019;12007;Bornem;Bornem;12007D00-;57;74
2019;12007;Bornem;Bornem;12007D09-;131;197
2019;12007;Bornem;Bornem;12007ZZZZ;7;2
2019;12009;Duffel;Duffel;12009A000;1.078;967
2019;12009;Duffel;Duffel;12009A012;485;668
2019;12009;Duffel;Duffel;12009A023;504;614
2019;12009;Duffel;Duffel;12009A031;234;247
2019;12009;Duffel;Duffel;12009A041;153;159
2019;12009;Duffel;Duffel;12009A054;207;235
2019;12009;Duffel;Duffel;12009A072;65;87
2019;12009;Duffel;Duffel;12009A0MA;79;164
2019;12009;Duffel;Duffel;12009A0PA;334;549
2019;12009;Duffel;Duffel;12009A10-;332;461
2019;12009;Duffel;Duffel;12009A19-;369;577
2019;12009;Duffel;Duffel;12009A200;1.172;1.113
2019;12009;Duffel;Duffel;12009A211;308;400
2019;12009;Duffel;Duffel;12009A221;650;819
2019;12009;Duffel;Duffel;12009A232;75;112
2019;12009;Duffel;Duffel;12009A282;450;699
2019;12009;Duffel;Duffel;12009A293;125;206
2019;12009;Duffel;Duffel;12009A313;576;732
2019;12009;Duffel;Duffel;12009A322;142;166
2019;12009;Duffel;Duffel;12009ZZZZ;12;-00
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A001;481;527
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A01-;540;564
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A022;686;646
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A033;678;663
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A042;196;278
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A053;649;792
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A0MB;192;261
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A0PB;194;257
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A19-;273;357
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A202;187;268
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A291;631;867
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A30-;317;377
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A31-;152;229
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A322;255;393
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A391;800;1.202
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A49-;141;194
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A50-;341;352
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A51-;99;129
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A522;563;620
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A5MA;229;297
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014A5PA;212;312
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014B000;765;989
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014B012;155;188
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014B023;274;306
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014B091;275;361
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014C00-;728;886
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014C01-;495;685
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014C022;221;289
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014C033;155;248
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014C044;116;172
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014C091;461;709
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014C10-;79;115
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014C19-;288;383
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014D001;438;541
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014D010;667;916
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014D022;128;192
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014D08-;48;68
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014D090;144;221
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E001;699;807
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E01-;199;246
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E022;99;131
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E032;212;294
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E091;266;375
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E10-;546;645
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E11-;121;157
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E122;421;643
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E191;397;555
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014E29-;76;116
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014F000;466;516
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014F01-;130;166
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014F022;158;259
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014F091;888;1.319
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014F10-;68;81
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014F18-;92;120
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;12014F19-;259;394
2019;12021;Lierre;Lier;12021A00-;1.094;725
2019;12021;Lierre;Lier;12021A01-;427;324
2019;12021;Lierre;Lier;12021A02-;1.110;919
2019;12021;Lierre;Lier;12021A03-;1.234;928
2019;12021;Lierre;Lier;12021A04-;436;495
2019;12021;Lierre;Lier;12021A051;778;777
2019;12021;Lierre;Lier;12021A101;1.058;1.011
2019;12021;Lierre;Lier;12021A111;71;85
2019;12021;Lierre;Lier;12021A122;233;329
2019;12021;Lierre;Lier;12021A132;262;290
2019;12021;Lierre;Lier;12021A18-;74;75
2019;12021;Lierre;Lier;12021A19-;414;513
2019;12021;Lierre;Lier;12021A200;1.271;1.246
2019;12021;Lierre;Lier;12021A212;429;564
2019;12021;Lierre;Lier;12021A291;267;371
2019;12021;Lierre;Lier;12021A301;1.373;1.209
2019;12021;Lierre;Lier;12021A311;658;915
2019;12021;Lierre;Lier;12021A322;426;391
2019;12021;Lierre;Lier;12021A333;263;290
2019;12021;Lierre;Lier;12021A342;200;219
2019;12021;Lierre;Lier;12021A353;112;122
2019;12021;Lierre;Lier;12021A40-;1.255;1.329
2019;12021;Lierre;Lier;12021A411;477;531
2019;12021;Lierre;Lier;12021A422;102;141
2019;12021;Lierre;Lier;12021A473;61;104
2019;12021;Lierre;Lier;12021A4MA;10;12
2019;12021;Lierre;Lier;12021A4PA;129;172
2019;12021;Lierre;Lier;12021A512;166;264
2019;12021;Lierre;Lier;12021B000;622;726
2019;12021;Lierre;Lier;12021B012;387;667
2019;12021;Lierre;Lier;12021B023;132;166
2019;12021;Lierre;Lier;12021B0MA;24;39
2019;12021;Lierre;Lier;12021B0PA;626;887
2019;12021;Lierre;Lier;12021ZZZZ;19;1
2019;12025;Malines;Mechelen;12025A00-;377;187
2019;12025;Malines;Mechelen;12025A011;486;369
2019;12025;Malines;Mechelen;12025A02-;731;407
2019;12025;Malines;Mechelen;12025A031;429;272
2019;12025;Malines;Mechelen;12025A041;138;123
2019;12025;Malines;Mechelen;12025A05-;462;279
2019;12025;Malines;Mechelen;12025A06-;1.302;875
2019;12025;Malines;Mechelen;12025A10-;1.214;903
2019;12025;Malines;Mechelen;12025A11-;502;445
2019;12025;Malines;Mechelen;12025A12-;1.077;1.066
2019;12025;Malines;Mechelen;12025A131;172;147
2019;12025;Malines;Mechelen;12025A182;21;36
2019;12025;Malines;Mechelen;12025A192;36;42
2019;12025;Malines;Mechelen;12025A20-;1.083;1.045
2019;12025;Malines;Mechelen;12025A21-;486;508
2019;12025;Malines;Mechelen;12025A22-;897;828
2019;12025;Malines;Mechelen;12025A23-;547;662
2019;12025;Malines;Mechelen;12025A245;72;113
2019;12025;Malines;Mechelen;12025A256;113;147
2019;12025;Malines;Mechelen;12025A297;8;13
2019;12025;Malines;Mechelen;12025A301;1.193;1.075
2019;12025;Malines;Mechelen;12025A31-;457;546
2019;12025;Malines;Mechelen;12025A32-;331;286
2019;12025;Malines;Mechelen;12025A332;887;844
2019;12025;Malines;Mechelen;12025A342;298;322
2019;12025;Malines;Mechelen;12025A39-;4;6
2019;12025;Malines;Mechelen;12025A401;1.016;971
2019;12025;Malines;Mechelen;12025A410;1.042;1.119
2019;12025;Malines;Mechelen;12025A42-;755;770
2019;12025;Malines;Mechelen;12025A430;154;174
2019;12025;Malines;Mechelen;12025A441;544;663
2019;12025;Malines;Mechelen;12025A45-;296;414
2019;12025;Malines;Mechelen;12025A462;667;631
2019;12025;Malines;Mechelen;12025A470;34;37
2019;12025;Malines;Mechelen;12025A480;13;17
2019;12025;Malines;Mechelen;12025A49-;6;5
2019;12025;Malines;Mechelen;12025A50-;1.083;1.074
2019;12025;Malines;Mechelen;12025A51-;262;256
2019;12025;Malines;Mechelen;12025A521;701;680
2019;12025;Malines;Mechelen;12025A532;793;720
2019;12025;Malines;Mechelen;12025A57-;43;47
2019;12025;Malines;Mechelen;12025A580;16;28
2019;12025;Malines;Mechelen;12025A60-;350;276
2019;12025;Malines;Mechelen;12025A61-;645;443
2019;12025;Malines;Mechelen;12025A620;973;805
2019;12025;Malines;Mechelen;12025A631;97;89
2019;12025;Malines;Mechelen;12025A64-;504;516
2019;12025;Malines;Mechelen;12025A662;703;779
2019;12025;Malines;Mechelen;12025A67-;58;68
2019;12025;Malines;Mechelen;12025A690;66;35
2019;12025;Malines;Mechelen;12025A6MJ;66;103
2019;12025;Malines;Mechelen;12025A70-;1.058;991
2019;12025;Malines;Mechelen;12025A77-;111;87
2019;12025;Malines;Mechelen;12025A7MJ;64;80
2019;12025;Malines;Mechelen;12025A80-;334;382
2019;12025;Malines;Mechelen;12025A810;420;495
2019;12025;Malines;Mechelen;12025A82-;190;243
2019;12025;Malines;Mechelen;12025A830;238;335
2019;12025;Malines;Mechelen;12025A84-;99;140
2019;12025;Malines;Mechelen;12025A88-;72;113
2019;12025;Malines;Mechelen;12025A899;83;108
2019;12025;Malines;Mechelen;12025A912;633;406
2019;12025;Malines;Mechelen;12025A921;1.028;752
2019;12025;Malines;Mechelen;12025A932;365;347
2019;12025;Malines;Mechelen;12025A942;718;522
2019;12025;Malines;Mechelen;12025A952;473;344
2019;12025;Malines;Mechelen;12025B000;610;696
2019;12025;Malines;Mechelen;12025B01-;65;108
2019;12025;Malines;Mechelen;12025B020;280;427
2019;12025;Malines;Mechelen;12025B032;226;276
2019;12025;Malines;Mechelen;12025B042;50;78
2019;12025;Malines;Mechelen;12025B081;155;236
2019;12025;Malines;Mechelen;12025B091;288;432
2019;12025;Malines;Mechelen;12025C00-;255;336
2019;12025;Malines;Mechelen;12025C01-;109;145
2019;12025;Malines;Mechelen;12025C022;304;487
2019;12025;Malines;Mechelen;12025C091;392;541
2019;12025;Malines;Mechelen;12025D00-;263;313
2019;12025;Malines;Mechelen;12025D012;252;400
2019;12025;Malines;Mechelen;12025D091;321;462
2019;12025;Malines;Mechelen;12025E001;489;600
2019;12025;Malines;Mechelen;12025E012;258;337
2019;12025;Malines;Mechelen;12025E080;2;2
2019;12025;Malines;Mechelen;12025E0PN;12;24
2019;12025;Malines;Mechelen;12025F00-;380;417
2019;12025;Malines;Mechelen;12025F01-;80;83
2019;12025;Malines;Mechelen;12025F02-;161;177
2019;12025;Malines;Mechelen;12025F032;261;372
2019;12025;Malines;Mechelen;12025F041;88;128
2019;12025;Malines;Mechelen;12025F052;92;117
2019;12025;Malines;Mechelen;12025F091;2;1
2019;12025;Malines;Mechelen;12025F102;158;230
2019;12025;Malines;Mechelen;12025F191;88;114
2019;12025;Malines;Mechelen;12025F200;548;561
2019;12025;Malines;Mechelen;12025F290;77;102
2019;12025;Malines;Mechelen;12025F312;104;129
2019;12025;Malines;Mechelen;12025F391;104;145
2019;12025;Malines;Mechelen;12025ZZZZ;42;7
2019;12026;Nijlen;Nijlen;12026A00-;487;417
2019;12026;Nijlen;Nijlen;12026A01-;926;1.199
2019;12026;Nijlen;Nijlen;12026A02-;596;899
2019;12026;Nijlen;Nijlen;12026A040;1.174;1.423
2019;12026;Nijlen;Nijlen;12026A05-;481;675
2019;12026;Nijlen;Nijlen;12026A09-;83;106
2019;12026;Nijlen;Nijlen;12026A0PN;140;187
2019;12026;Nijlen;Nijlen;12026A111;614;768
2019;12026;Nijlen;Nijlen;12026A122;984;1.238
2019;12026;Nijlen;Nijlen;12026B00-;661;869
2019;12026;Nijlen;Nijlen;12026B01-;121;154
2019;12026;Nijlen;Nijlen;12026B09-;118;163
2019;12026;Nijlen;Nijlen;12026C000;957;1.057
2019;12026;Nijlen;Nijlen;12026C012;602;829
2019;12026;Nijlen;Nijlen;12026C080;182;257
2019;12026;Nijlen;Nijlen;12026C091;201;316
2019;12026;Nijlen;Nijlen;12026C10-;550;672
2019;12026;Nijlen;Nijlen;12026C112;464;687
2019;12026;Nijlen;Nijlen;12026C123;129;188
2019;12026;Nijlen;Nijlen;12026C191;74;104
2019;12026;Nijlen;Nijlen;12026ZZZZ;4;3
2019;12029;Putte;Putte;12029A00-;1.037;1.026
2019;12029;Putte;Putte;12029A01-;186;244
2019;12029;Putte;Putte;12029A020;530;722
2019;12029;Putte;Putte;12029A03-;107;149
2019;12029;Putte;Putte;12029A042;229;336
2019;12029;Putte;Putte;12029A083;594;884
2019;12029;Putte;Putte;12029A091;643;962
2019;12029;Putte;Putte;12029A10-;255;339
2019;12029;Putte;Putte;12029A19-;553;802
2019;12029;Putte;Putte;12029A20-;109;127
2019;12029;Putte;Putte;12029A21-;140;158
2019;12029;Putte;Putte;12029A22-;50;70
2019;12029;Putte;Putte;12029A292;86;110
2019;12029;Putte;Putte;12029A2AW;183;251
2019;12029;Putte;Putte;12029A2PW;177;234
2019;12029;Putte;Putte;12029A393;60;77
2019;12029;Putte;Putte;12029B000;1.046;1.215
2019;12029;Putte;Putte;12029B01-;285;406
2019;12029;Putte;Putte;12029B020;673;925
2019;12029;Putte;Putte;12029B082;178;234
2019;12029;Putte;Putte;12029B091;158;244
2019;12029;Putte;Putte;12029B19-;253;339
2019;12029;Putte;Putte;12029ZZZZ;3;1
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A001;433;441
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A011;276;364
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A022;226;303
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A032;338;422
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A042;335;451
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A072;161;231
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A081;468;679
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A091;433;625
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A101;625;722
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A110;860;1.205
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A123;146;198
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A200;499;584
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A211;211;299
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A222;333;372
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A233;83;112
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A244;263;386
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A282;120;164
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035A291;214;327
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035B00-;400;404
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035B01-;254;294
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035B02-;132;183
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035B032;316;522
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035B0AA;171;260
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035B0PA;891;1.381
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035B191;44;65
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;12035ZZZZ;3;-00
2019;12040;Willebroek;Willebroek;12040A00-;467;360
2019;12040;Willebroek;Willebroek;12040A01-;1.060;974
2019;12040;Willebroek;Willebroek;12040A04-;462;514
2019;12040;Willebroek;Willebroek;12040A071;39;49
2019;12040;Willebroek;Willebroek;12040A0MA;8;7
