#
# Version: 2011-03-12 00:00:00.0
#
# Table label_fr = Codes INS via Code postal
#
# POSTAL_CODE_fr  =  Code postal
# SEQNBR_fr  =  Numéro de séquence
# NIS_CODE_fr  =  Code INS
# EXPIRATION_DATE_fr  =  Date de suppression
# LATEST_TREATMENT_DATE_fr  =  Date du dernier traitement
#
# Table label_nl = NIS-codes via postcode
#
# POSTAL_CODE_nl  =  Postcode
# SEQNBR_nl  =  Sequentienummer
# NIS_CODE_nl  =  NIS-code
# EXPIRATION_DATE_nl  =  Verwijderingsdatum
# LATEST_TREATMENT_DATE_nl  =  Datum laatste verwerking
#
# Table label_de = LAS-Codes über Postleitzahl
#
# POSTAL_CODE_de  =  Postleitzahl
# SEQNBR_de  =  Sequenznummer
# NIS_CODE_de  =  LAS-Code
# EXPIRATION_DATE_de  =  Löschungsdatum
# LATEST_TREATMENT_DATE_de  =  Datum der letzten Verarbeitung
#
POSTAL_CODE;SEQNBR;NIS_CODE;EXPIRATION_DATE;LATEST_TREATMENT_DATE
3740;3;73019;;1990-10-26
3740;4;73023;;1990-10-26
3740;5;73030;;1992-04-03
3740;6;73037;;1990-10-26
3740;7;73055;;1990-10-26
3740;8;73056;;1990-10-26
3740;9;73068;;1990-10-26
3740;10;73071;;1990-10-26
3740;11;73097;;1990-10-26
3740;12;73108;;1990-10-26
3742;0;73006;;
3742;1;73047;;
3746;0;73006;;
3746;1;73030;;
3770;0;73015;;1985-03-01
3770;1;73027;;
3770;2;73035;;1985-01-18
3770;3;73051;;1985-03-01
3770;4;73053;;1985-01-18
3770;5;73066;;
3770;6;73086;;1985-01-18
3770;7;73092;;1985-01-18
3770;8;73095;;1985-01-18
3770;9;73102;;1985-01-18
3770;10;73104;;1984-03-24
3790;0;73054;;1990-10-26
3790;1;73078;;
3790;2;73109;;
3791;0;73065;;
3791;1;73109;;
3792;0;73079;;
3792;1;73109;;
3793;0;73082;;
3793;1;73109;;
3798;0;73075;;
3798;1;73109;;
3800;0;71001;;1985-08-13
3800;1;71008;;1984-03-24
3800;2;71009;;1990-10-26
3800;3;71010;;1993-06-04
3800;4;71014;;1990-10-26
3800;5;71015;;1990-10-26
3800;6;71019;;1990-10-26
3800;7;71021;;1985-08-13
3800;8;71027;;1985-08-13
3800;9;71031;;1984-03-24
3800;10;71039;;1985-08-13
3800;11;71041;;1985-08-13
3800;12;71048;;1990-10-26
3800;13;71053;;
3800;14;71064;;1990-10-26
3800;15;71068;;1990-10-26
3803;0;71013;;
3803;1;71018;;1985-08-13
3803;2;71050;;1985-08-13
3803;3;71053;;
3803;4;71061;;1990-10-26
3806;0;71053;;
3806;1;71058;;
3818;0;71031;;1984-03-24
3830;0;73004;;1984-03-24
3830;1;73098;;
3831;0;73029;;
3831;1;73098;;1985-01-03
3832;0;73085;;
3832;1;73098;;
3840;0;73007;;1985-08-13
3840;1;73009;;
3840;2;73010;;1990-10-26
3840;3;73016;;1990-10-26
3840;4;73017;;1990-10-26
3840;5;73018;;1990-10-26
3840;6;73025;;1990-10-26
3840;7;73031;;1990-10-26
3840;8;73034;;1990-10-26
3840;9;73036;;1990-10-26
3840;10;73041;;1990-10-26
3840;11;73067;;1990-10-26
3840;12;73089;;1990-10-26
3840;13;73093;;1993-04-26
3840;14;73105;;1984-03-24
3840;15;73106;;1990-10-26
3850;0;71006;;1990-10-26
3850;1;71045;;1984-03-24
3850;2;71060;;1990-10-26
3870;0;71068;;1986-01-15
3870;1;73002;;1985-08-13
3870;2;73021;;1985-08-13
3870;3;73022;;
3870;4;73024;;1990-10-26
3870;5;73033;;1990-10-26
3870;6;73038;;1985-08-13
3870;7;73049;;1990-10-26
3870;8;73052;;1985-08-13
3870;9;73061;;1985-08-13
3870;10;73072;;1990-10-26
3870;11;73087;;1990-10-26
3870;12;73089;;1985-08-13
3870;13;73103;;1990-10-26
3890;0;71007;;1985-08-13
3890;1;71017;;
3890;2;71026;;
3890;3;71030;;1985-08-13
3890;4;71040;;1985-11-19
3890;5;71044;;1985-08-13
3890;6;71059;;1985-08-13
3891;0;71008;;
3891;1;71010;;1985-08-13
3891;2;71017;;
3891;3;71039;;1990-10-26
3891;4;71041;;1990-10-26
3900;0;72029;;1986-07-02
3910;0;72025;;1990-11-05
3910;1;72033;;1990-10-26
3920;0;72020;;
3930;0;72001;;1990-10-26
3930;1;72012;;1990-10-26
3930;2;72037;;
3940;0;72006;;1996-12-12
3940;1;72013;;1990-10-26
3940;2;72038;;
3945;0;71033;;1990-10-26
3945;1;71046;;1990-10-26
3945;2;71069;;
3950;0;72003;;
3950;1;72016;;1990-10-26
3950;2;72031;;1990-10-26
3960;0;72002;;1990-10-26
3960;1;72004;;
3960;2;72009;;1990-10-26
3960;3;72027;;1990-10-26
3960;4;72034;;1990-10-26
3970;0;71034;;
3971;0;71023;;
3971;1;71034;;
3980;0;71057;;
3990;0;72010;;1990-10-26
3990;1;72019;;1990-10-26
3990;2;72030;;
3990;3;72035;;1990-10-26
4000;0;62042;;1990-10-26
4000;1;62063;;
4000;2;62087;;1990-10-26
4000;3;62093;;1991-06-14
4020;0;62020;;
4020;1;62059;;1990-10-26
4020;2;62063;;
4020;3;62113;;1990-10-26
4030;0;62047;;
4030;1;62063;;
4031;0;62002;;1990-10-26
4031;1;62063;;
4032;0;62023;;1993-04-26
4032;1;62063;;1990-11-05
4040;0;62051;;
4041;0;62051;;
4041;1;62071;;1990-10-26
4041;2;62112;;1990-10-26
4042;0;62051;;
4042;1;62064;;1990-10-26
4050;0;62022;;
4051;0;62022;;
4051;1;62104;;1990-10-26
4052;0;62012;;1990-10-26
4052;1;62022;;
4053;0;62022;;
4053;1;62023;;1993-04-26
4053;2;62030;;1990-10-26
4100;0;62019;;1990-10-26
4100;1;62096;;
4101;0;62058;;1990-10-26
4101;1;62096;;
4102;0;62078;;1990-10-26
4102;1;62096;;
4120;0;61016;;1990-10-26
4120;1;62090;;1990-10-26
4120;2;62121;;
4121;0;61044;;
4121;1;62121;;
4122;0;62081;;1990-10-26
4122;1;62121;;
4130;0;62032;;
4130;1;62101;;1990-10-26
4140;0;62028;;1990-10-26
4140;1;62045;;1990-10-26
4140;2;62091;;1990-10-26
4140;3;62100;;
4141;0;62100;;
4160;0;61079;;
4160;1;62004;;
4161;0;61067;;
4161;1;61079;;
4162;0;61029;;
4162;1;61079;;
4163;0;61059;;
4163;1;61079;;
4170;0;62026;;
4171;0;61051;;1990-10-26
4171;1;62026;;
4180;0;61014;;1990-10-26
4180;1;61024;;
4181;0;61020;;
4181;1;61024;;
4190;0;61019;;
4190;1;61065;;1990-10-26
4190;2;61076;;1990-10-26
4190;3;61077;;1990-10-26
4190;4;83039;;1990-10-26
4210;0;61010;;
4210;1;61025;;1990-10-26
4210;2;61033;;1990-10-26
4210;3;61040;;1990-10-26
4210;4;61047;;1990-10-26
4210;5;61503;;1993-04-26
4217;0;61028;;
4217;1;61035;;1990-10-26
4217;2;61073;;1990-10-26
4218;0;61015;;1990-10-26
4218;1;61028;;
4219;0;64002;;1990-10-26
4219;1;64003;;1990-10-26
4219;2;64048;;1990-10-26
4219;3;64075;;
4250;0;64013;;1984-12-13
4250;1;64029;;
4250;2;64036;;
4250;3;64043;;1990-10-26
4250;4;64069;;1985-01-18
4252;0;64029;;
4252;1;64055;;
4253;0;64022;;
4253;1;64029;;
4254;0;64029;;
4254;1;64045;;
4257;0;64008;;
4257;1;64018;;1990-10-26
4257;2;64064;;1990-10-26
4260;0;64004;;1990-10-26
4260;1;64015;;
4260;2;64017;;1990-10-26
4260;3;64024;;
4260;4;64028;;1990-10-26
4260;5;64071;;1990-10-26
4261;0;64015;;
4261;1;64041;;
4263;0;64015;;
4263;1;64068;;
4280;0;64001;;1985-08-13
4280;1;64005;;1985-08-13
4280;2;64006;;1985-01-18
4280;3;64009;;1985-08-13
4280;4;64011;;1985-08-13
4280;5;64019;;1985-08-13
4280;6;64020;;1985-08-13
4280;7;64031;;1985-01-18
4280;8;64034;;
4280;9;64042;;1985-08-13
4280;10;64049;;1985-01-18
4280;11;64051;;1985-01-18
4280;12;64059;;1985-08-13
4280;13;64060;;1985-08-13
4280;14;64066;;1985-01-18
4280;15;64069;;1985-01-18
4280;16;64072;;1985-08-13
4280;17;64073;;1985-08-13
4287;0;64047;;
4287;1;64058;;1990-10-26
4287;2;64062;;1990-10-26
4300;0;64010;;1990-10-26
4300;1;64012;;1990-10-26
4300;2;64014;;1990-10-26
4300;3;64030;;1990-10-26
4300;4;64040;;1990-10-26
4300;5;64054;;1990-10-26
4300;6;64074;;
4317;0;61002;;1990-10-26
4317;1;61009;;1990-10-26
4317;2;61037;;1990-10-26
4317;3;64016;;1990-10-26
4317;4;64070;;1990-10-26
4317;5;64076;;
4340;0;62006;;1985-03-01
4340;1;62039;;1990-10-26
4340;2;62077;;1990-10-26
4340;3;62106;;1990-10-26
4342;0;62006;;
4342;1;62053;;
4347;0;62088;;1990-10-26
4347;1;62110;;1990-10-26
4347;2;64025;;
4347;3;64027;;1990-10-26
4347;4;64052;;1990-10-26
4350;0;64039;;1985-08-13
4350;1;64050;;1990-10-26
4350;2;64061;;1990-10-26
4350;3;64063;;
4351;0;64035;;
4351;1;64063;;
4357;0;64023;;
4357;1;64033;;1990-10-26
4357;2;64037;;1990-10-26
4357;3;64046;;1990-10-26
4360;0;64007;;1990-10-26
4360;1;64032;;1990-10-26
4360;2;64044;;1990-10-26
4360;3;64056;;
4360;4;64057;;1990-10-26
4367;0;64021;;
4367;1;64026;;1990-10-26
4367;2;64038;;1990-10-26
4367;3;64053;;1990-10-26
4367;4;64067;;1990-10-26
4400;0;62007;;1990-10-26
4400;1;62025;;1990-10-26
4400;2;62036;;1990-10-26
4400;3;62037;;1990-10-26
4400;4;62043;;1990-10-26
4400;5;62072;;1990-10-26
4400;6;62083;;1990-10-26
4400;7;62120;;
4420;0;62073;;1990-10-26
4420;1;62093;;
4420;2;62102;;1990-10-26
4430;0;62003;;
4431;0;62003;;
4431;1;62066;;
4432;0;62001;;1990-10-26
4432;1;62003;;
4432;2;62117;;1990-10-26
4450;0;62060;;
4450;1;62062;;1990-10-26
4450;2;62097;;1990-10-26
4451;0;62060;;
4451;1;62111;;
4452;0;62060;;1990-10-08
4452;1;62080;;1988-07-14
4452;2;62115;;1988-07-14
4453;0;62060;;
4453;1;62107;;
4458;0;62035;;
4458;1;62060;;
4460;0;62016;;1990-10-26
4460;1;62046;;1990-10-26
4460;2;62054;;1990-10-26
4460;3;62055;;1990-10-26
4460;4;62105;;1990-10-26
4460;5;62118;;
4470;0;61027;;1990-10-26
4470;1;64065;;
4480;0;61013;;1990-10-26
4480;1;61016;;1990-10-26
4480;2;61027;;1990-10-26
4480;3;61080;;
4480;4;62031;;1990-10-26
4500;0;61005;;1990-10-26
4500;1;61007;;1990-10-26
4500;2;61031;;
4500;3;61041;;1994-08-02
4500;4;61058;;1990-10-26
4500;5;61061;;1990-10-26
4500;6;61064;;1990-10-26
4500;7;61502;;1993-04-26
4520;0;61005;;1990-10-26
4520;1;61006;;1990-10-26
4520;2;61015;;1990-10-26
4520;3;61030;;1990-10-26
4520;4;61035;;1990-10-26
4520;5;61042;;1990-10-26
4520;6;61070;;1990-10-26
4520;7;61072;;
4530;0;61021;;1990-10-26
4530;1;61062;;1990-10-26
4530;2;61066;;1990-10-26
4530;3;61068;;
4530;4;61074;;1990-10-26
4537;0;61011;;1990-10-26
4537;1;61032;;1990-10-26
4537;2;61056;;1990-10-26
4537;3;61063;;
4540;0;61003;;
4540;1;61004;;1990-10-26
4540;2;61022;;1990-10-26
4540;3;61032;;1990-10-26
4540;4;61046;;1990-10-26
4550;0;61043;;
4550;1;61053;;1990-10-26
4550;2;61069;;1990-10-26
4550;3;61078;;1990-10-26
4557;0;61001;;1990-10-26
4557;1;61023;;1990-10-26
4557;2;61052;;1990-10-26
4557;3;61055;;1990-10-26
4557;4;61057;;1990-10-26
4557;5;61081;;
4560;0;61008;;1990-10-26
4560;1;61012;;
4560;2;61036;;1990-10-26
4560;3;61045;;1990-10-26
4560;4;61050;;1990-10-26
4560;5;61060;;1990-10-26
4570;0;61039;;
4570;1;61071;;1990-10-26
4577;0;61031;;1994-08-02
4577;1;61041;;
4577;2;61046;;1990-10-26
4577;3;61049;;1990-10-26
4577;4;61058;;1990-10-26
4577;5;61064;;1990-10-26
4577;6;61501;;1993-04-26
4590;0;61017;;1990-10-26
4590;1;61048;;
4590;2;61075;;1990-10-26
4600;0;62049;;1993-04-26
4600;1;62061;;1990-10-26
4600;2;62065;;1990-10-26
4600;3;62085;;1990-10-26
4600;4;62108;;
4601;0;62005;;1990-10-26
4601;1;62108;;
4602;0;62024;;1990-10-26
4602;1;62108;;
4606;0;62027;;
4606;1;62092;;1990-10-26
4607;0;62014;;1990-10-26
4607;1;62018;;1990-10-26
4607;2;62027;;
4607;3;62034;;1990-10-26
4607;4;62075;;1990-10-26
4608;0;62027;;
4608;1;62114;;1990-10-26
4608;2;63055;;1990-10-26
4610;0;62013;;1990-10-26
4610;1;62015;;
4610;2;62082;;1990-10-26
4620;0;62038;;
4621;0;62038;;
4621;1;62084;;
4623;0;62038;;
4623;1;62068;;
4624;0;62038;;
4624;1;62089;;
4630;0;62008;;1990-10-26
4630;1;62070;;
4630;2;62099;;
4631;0;62033;;
4631;1;62099;;1990-10-08
4631;2;62501;;1985-08-13
4631;3;62502;;1985-08-13
4632;0;62021;;
4632;1;62099;;
4633;0;62069;;
4633;1;62099;;
4650;0;63014;;1990-10-26
4650;1;63030;;1987-06-22
4650;2;63035;;
4650;3;63039;;1990-10-26
4651;0;63006;;
4651;1;63035;;
4652;0;63035;;
4652;1;63085;;
4653;0;63010;;
4653;1;63035;;
4654;0;63015;;
4654;1;63035;;
4670;0;62074;;1990-10-26
4670;1;62103;;1990-10-26
4670;2;62119;;
4671;0;62010;;1990-10-26
4671;1;62056;;1990-10-26
4671;2;62095;;1990-10-26
4671;3;62108;;1991-06-14
4671;4;62119;;
4672;0;62094;;1990-10-26
4672;1;62119;;
4680;0;62050;;1990-10-26
4680;1;62079;;
4681;0;62049;;1993-04-26
4681;1;62079;;
4682;0;62052;;1990-10-26
4682;1;62057;;1990-10-26
4682;2;62079;;
4683;0;62079;;
4683;1;62109;;1990-10-26
4684;0;62048;;1990-10-26
4684;1;62079;;
4690;0;62011;;
4690;1;62017;;1990-10-26
4690;2;62029;;1990-10-26
4690;3;62044;;1990-10-26
4690;4;62086;;1990-10-26
4690;5;62116;;1990-10-26
4700;0;63023;;
4701;0;63023;;
4701;1;63041;;
4710;0;63048;;
4711;0;63048;;
4711;1;63081;;
4720;0;63040;;
4721;0;63040;;
4721;1;63056;;
4728;0;63034;;
4728;1;63040;;
4730;0;63031;;1990-10-26
4730;1;63061;;
4731;0;63024;;
4731;1;63061;;
4750;0;63013;;
4750;1;63021;;1990-10-26
4760;0;63012;;
4760;1;63050;;1990-10-26
4761;0;63012;;
4761;1;63066;;
4770;0;63001;;
4770;1;63052;;1990-10-26
4771;0;63001;;
4771;1;63033;;
4780;0;63063;;1990-10-26
4780;1;63067;;
4782;0;63067;;
4782;1;63069;;
4783;0;63047;;
4783;1;63067;;
4784;0;63019;;
4784;1;63067;;
4790;0;63064;;
4790;1;63087;;
4791;0;63078;;
4791;1;63087;;
4800;0;63022;;1990-10-26
4800;1;63043;;1990-10-26
4800;2;63059;;1990-10-26
4800;3;63060;;1990-10-26
4800;4;63079;;
4800;5;63501;;1985-08-13
4801;0;63074;;
4801;1;63079;;
4802;0;63036;;
4802;1;63079;;
4820;0;63020;;
4821;0;63002;;
4821;1;63020;;
4830;0;63046;;
4831;0;63009;;
4831;1;63046;;
4834;0;63029;;
4834;1;63046;;
4837;0;63004;;
4837;1;63051;;1990-10-26
4840;0;63084;;
4841;0;63032;;
4841;1;63084;;
4845;0;63038;;
4845;1;63068;;1990-10-26
4850;0;63053;;1990-10-26
4850;1;63054;;1990-10-26
4850;2;63088;;
4851;0;63028;;1990-10-26
4851;1;63070;;1990-10-26
4851;2;63088;;
4852;0;63037;;1990-10-26
4852;1;63088;;
4860;0;63018;;1985-08-13
4860;1;63058;;
4860;2;63083;;1990-10-26
4861;0;63058;;
4861;1;63071;;
4870;0;62040;;1990-10-26
4870;1;62041;;1990-10-26
4870;2;62076;;1990-10-26
4870;3;62122;;
4877;0;63057;;
4880;0;63003;;
4890;0;63017;;1990-10-26
4890;1;63077;;1990-10-26
4890;2;63089;;
4900;0;63072;;
4910;0;63044;;1990-10-26
4910;1;63060;;1990-10-26
4910;2;63076;;
4920;0;61018;;1990-10-26
4920;1;61026;;1990-10-26
4920;2;62009;;
4920;3;62067;;1990-10-26
4920;4;62098;;1990-10-26
4950;0;63025;;1990-10-26
4950;1;63065;;1990-10-26
4950;2;63080;;
4960;0;63007;;1990-10-26
4960;1;63008;;1990-10-26
4960;2;63049;;
4970;0;63027;;1990-10-26
4970;1;63073;;
4980;0;63026;;1985-08-13
4980;1;63082;;1985-08-13
4980;2;63086;;
4983;0;63005;;
4983;1;63086;;
4987;0;61038;;1990-10-26
4987;1;63016;;1990-10-26
4987;2;63042;;1990-10-26
4987;3;63062;;1990-10-26
4987;4;63075;;
4990;0;63011;;1990-10-26
4990;1;63045;;
4990;2;82002;;1990-10-26
5000;0;92009;;1990-10-26
5000;1;92094;;
5001;0;92010;;
5001;1;92094;;
5002;0;92094;;
5002;1;92108;;
5003;0;92094;;
5003;1;92106;;
5004;0;92021;;1991-05-16
5004;1;92094;;
5020;0;92024;;
5020;1;92031;;1990-10-26
5020;2;92043;;1990-10-26
5020;3;92082;;1990-10-26
5020;4;92094;;
5020;5;92120;;1990-10-26
5020;6;92123;;1990-10-26
5020;7;92128;;1990-10-26
5021;0;92017;;1993-04-26
5021;1;92094;;
5022;0;92025;;
5022;1;92094;;
5024;0;92052;;
5024;1;92083;;1985-01-03
5024;2;92094;;
5030;0;92011;;1990-10-26
5030;1;92038;;1990-10-26
5030;2;92053;;1990-10-26
5030;3;92057;;1990-10-26
5030;4;92077;;1990-10-26
5030;5;92112;;1990-10-26
5030;6;92139;;1990-10-26
5030;7;92142;;
5031;0;92001;;1990-10-26
5031;1;92056;;1990-10-26
5031;2;92139;;1990-10-26
5031;3;92142;;
5032;0;92019;;1990-10-26
5032;1;92020;;1990-10-26
5032;2;92026;;1990-10-26
5032;3;92065;;1990-10-26
5032;4;92085;;1990-10-26
5032;5;92139;;1990-10-26
5032;6;92142;;
5060;0;92005;;1990-10-26
5060;1;92007;;1990-10-26
5060;2;92041;;1990-10-26
5060;3;92069;;1990-10-26
5060;4;92089;;1990-10-26
5060;5;92121;;1990-10-26
5060;6;92129;;1990-10-26
5060;7;92137;;
5060;8;92637;;1990-10-26
5070;0;92002;;1990-10-26
5070;1;92048;;
5070;2;92070;;1990-10-26
5070;3;92110;;1990-10-26
5070;4;92111;;1990-10-26
5070;5;92132;;1990-10-26
5080;0;92036;;1990-10-26
5080;1;92102;;1990-10-26
5080;2;92131;;1990-10-26
5080;3;92134;;1990-10-26
5080;4;92141;;
5081;0;92022;;1990-10-26
5081;1;92088;;1990-10-26
5081;2;92103;;1990-10-26
5081;3;92141;;
5100;0;92032;;1990-10-26
5100;1;92067;;
5100;2;92094;;
5100;3;92095;;1990-10-26
5100;4;92135;;1990-10-26
5100;5;92136;;1990-10-26
5101;0;92039;;
5101;1;92075;;1985-01-03
5101;2;92078;;1985-01-03
5101;3;92094;;
5140;0;52005;;1990-10-17
5140;1;92074;;1990-10-26
5140;2;92114;;
5140;3;92126;;1990-10-26
5150;0;92045;;
5150;1;92046;;1990-10-26
5150;2;92050;;1990-10-26
5150;3;92118;;1990-10-26
5170;0;91113;;1990-10-26
5170;1;92004;;1985-01-03
5170;2;92014;;1990-10-26
5170;3;92071;;1990-10-26
5170;4;92079;;1990-10-26
5170;5;92101;;
5190;0;92008;;1990-10-26
5190;1;92061;;1990-10-26
5190;2;92068;;1990-10-26
5190;3;92090;;1990-10-26
5190;4;92091;;1990-10-26
5190;5;92098;;1990-10-26
5190;6;92107;;1990-10-26
5190;7;92119;;1990-10-26
5190;8;92140;;
5300;0;61034;;1990-10-26
5300;1;61054;;1990-10-26
5300;2;92003;;
5300;3;92018;;1990-10-26
5300;4;92029;;1990-10-26
5300;5;92081;;1990-10-26
5300;6;92093;;1990-10-26
5300;7;92113;;1990-10-26
5300;8;92124;;1990-10-26
5300;9;92130;;1990-10-26
5310;0;25075;;1990-10-26
5310;1;92001;;1990-10-26
5310;2;92015;;1990-10-26
5310;3;92016;;1990-10-26
5310;4;92023;;1990-10-26
5310;5;92034;;1990-10-26
5310;6;92035;;
5310;7;92062;;1990-10-26
5310;8;92072;;1990-10-26
5310;9;92073;;1990-10-26
5310;10;92076;;1990-10-26
5310;11;92086;;1990-10-26
5310;12;92105;;1990-10-26
5310;13;92122;;1990-10-26
5310;14;92127;;1990-10-26
5310;15;92133;;1990-10-26
5330;0;92006;;
5330;1;92080;;1990-10-26
5330;2;92109;;1984-12-13
5332;0;92006;;
5332;1;92030;;
5333;0;92006;;
5333;1;92116;;
5334;0;92006;;
5334;1;92044;;
5336;0;92006;;
5336;1;92028;;
5340;0;92042;;1990-10-26
5340;1;92054;;
5340;2;92060;;1990-10-26
5340;3;92092;;1990-10-26
5340;4;92115;;1984-12-13
5350;0;92040;;1990-10-26
5350;1;92097;;
5351;0;92059;;
5351;1;92097;;
5352;0;92097;;
5352;1;92099;;
5353;0;92055;;
5353;1;92097;;
5354;0;92066;;
5354;1;92097;;
5360;0;91059;;
5360;1;91099;;1984-12-13
5361;0;91059;;
5361;1;91092;;
5361;2;91117;;1985-01-03
5362;0;91002;;
5362;1;91059;;
5363;0;91039;;
5363;1;91059;;
5364;0;91059;;
5364;1;91116;;
5370;0;91012;;1990-10-26
5370;1;91048;;1990-10-26
5370;2;91064;;
5370;3;91076;;1990-10-26
5370;4;91109;;1990-10-26
5370;5;91127;;1990-10-26
5372;0;91064;;
5372;1;91087;;
5374;0;91064;;
5374;1;91084;;
5376;0;91064;;
5376;1;91091;;
5377;0;83016;;1990-10-26
5377;1;91010;;1990-10-26
5377;2;91019;;1990-10-26
5377;3;91066;;1990-10-26
5377;4;91067;;1990-10-26
5377;5;91084;;1990-10-26
5377;6;91100;;1990-10-26
5377;7;91101;;1990-10-26
5377;8;91119;;1990-10-26
5377;9;91120;;1985-01-18
5377;10;91131;;1990-10-26
5380;0;92012;;1993-01-11
5380;1;92027;;1990-10-26
5380;2;92047;;1990-10-26
5380;3;92049;;1990-10-26
5380;4;92063;;1990-10-26
5380;5;92064;;1990-10-26
5380;6;92084;;1990-10-26
5380;7;92096;;1990-10-26
5380;8;92100;;1990-10-26
5380;9;92125;;1990-10-26
5380;10;92138;;
5500;0;91007;;1985-08-13
5500;1;91022;;1985-08-13
5500;2;91034;;
5500;3;91037;;1985-08-13
5500;4;91043;;1990-10-26
5500;5;91044;;1990-10-26
5500;6;91053;;1990-10-26
5501;0;91034;;
5501;1;91081;;
5502;0;91034;;
5502;1;91125;;
5503;0;91034;;
5503;1;91122;;
5504;0;91034;;
5504;1;91050;;
5520;0;91103;;
5520;1;93002;;
5521;0;91103;;
5521;1;93069;;
5522;0;91042;;
5522;1;91103;;
5523;0;91103;;1990-10-08
5523;1;91121;;1985-01-18
5523;2;91137;;
5524;0;91055;;
5524;1;91103;;
5530;0;91036;;1990-10-26
5530;1;91038;;1990-10-26
5530;2;91041;;1990-10-26
5530;3;91056;;1990-10-26
5530;4;91071;;1990-10-26
5530;5;91094;;1990-10-26
5530;6;91110;;1990-10-26
5530;7;91124;;1990-10-26
5530;8;91141;;
5537;0;91005;;
5537;1;91006;;1990-10-26
5537;2;91016;;1990-10-26
5537;3;91063;;1990-10-26
5537;4;91134;;1990-10-26
5537;5;92033;;1990-10-26
5537;6;92117;;1990-10-26
5540;0;91061;;
5540;1;91135;;1990-10-26
5540;2;91142;;
5540;3;93034;;1990-10-26
5541;0;91062;;
5541;1;91142;;
5542;0;91017;;
5542;1;91142;;
5543;0;91065;;
5543;1;91142;;
5544;0;91142;;
5544;1;93001;;
5550;0;84007;;1990-10-26
5550;1;84053;;1990-10-26
5550;2;84066;;1990-10-26
5550;3;91003;;1990-10-26
5550;4;91018;;1990-10-26
5550;5;91027;;1990-10-26
5550;6;91077;;1990-10-26
5550;7;91082;;1990-10-26
5550;8;91088;;1990-10-26
5550;9;91096;;1990-10-26
5550;10;91097;;1990-10-26
5550;11;91104;;1990-10-26
5550;12;91130;;1990-10-26
5550;13;91143;;
5555;0;91009;;1990-10-26
5555;1;91014;;1990-10-26
5555;2;91015;;
5555;3;91032;;1990-10-26
5555;4;91057;;1990-10-26
5555;5;91058;;1990-10-26
5555;6;91093;;1990-10-26
5555;7;91098;;1990-10-26
5555;8;91102;;1990-10-26
5555;9;91107;;1990-10-26
5560;0;91029;;1984-12-13
5560;1;91047;;1990-10-26
5560;2;91072;;
5560;3;91073;;1990-10-26
5560;4;91089;;1990-10-26
5560;5;91090;;1993-04-26
5561;0;91026;;
5561;1;91072;;
5562;0;91033;;
5562;1;91072;;
5563;0;91070;;
5563;1;91072;;
5564;0;91072;;
5564;1;91133;;
5570;0;91011;;1990-10-26
5570;1;91013;;
5570;2;91035;;1990-10-26
5570;3;91045;;1990-10-26
5570;4;91046;;1990-10-26
5570;5;91068;;1990-10-26
5570;6;91074;;1990-10-26
5570;7;91129;;1990-10-26
5570;8;91132;;1990-10-26
5570;9;91140;;1990-10-26
5571;0;91013;;
5571;1;91138;;
5572;0;91013;;
5572;1;91049;;
5573;0;91013;;
5573;1;91086;;
5574;0;91013;;
5574;1;91108;;
5575;0;91020;;1990-10-26
5575;1;91021;;1990-10-26
5575;2;91054;;
5575;3;91069;;1990-10-26
5575;4;91082;;1990-10-26
5575;5;91083;;1990-10-26
5575;6;91085;;1990-10-26
5575;7;91105;;1990-10-26
5575;8;91112;;1990-10-26
5575;9;91115;;1990-10-26
5575;10;91126;;1990-10-26
5575;11;91139;;1990-10-26
5576;0;91013;;
5576;1;91051;;
5580;0;83029;;1990-10-26
5580;1;91008;;1990-10-26
5580;2;91024;;1990-10-26
5580;3;91040;;1990-10-26
5580;4;91060;;1990-10-26
5580;5;91075;;1990-10-26
5580;6;91078;;1990-10-26
5580;7;91080;;1990-10-26
5580;8;91095;;1990-10-26
5580;9;91111;;1990-10-26
5580;10;91114;;
5580;11;91128;;1990-10-26
5580;12;91136;;1990-10-26
5590;0;91001;;1990-10-26
5590;1;91023;;1990-10-26
5590;2;91028;;1990-10-26
5590;3;91030;;
5590;4;91031;;1990-10-26
5590;5;91079;;1990-10-26
5590;6;91106;;1990-10-26
5590;7;91118;;1990-10-26
5590;8;91123;;1990-10-26
5600;0;93020;;1990-10-26
5600;1;93025;;1990-10-26
5600;2;93035;;1990-10-26
5600;3;93036;;1990-10-26
5600;4;93043;;1990-10-26
5600;5;93046;;1990-10-26
5600;6;93051;;1990-10-26
5600;7;93056;;
5600;8;93060;;1990-10-26
5600;9;93061;;1990-10-26
5600;10;93065;;1990-10-26
5600;11;93066;;1990-10-26
5600;12;93067;;1990-10-26
5600;13;93075;;1990-10-26
5600;14;93083;;1990-10-26
5600;15;93084;;1990-10-26
5600;16;93085;;1990-10-26
5620;0;93013;;1990-10-26
5620;1;93021;;1990-10-26
5620;2;93022;;
5620;3;93031;;1991-06-14
5620;4;93032;;1991-06-14
5620;5;93033;;1990-10-26
5620;6;93044;;1991-06-14
5620;7;93045;;1990-10-26
5620;8;93052;;1991-06-14
5620;9;93063;;1990-10-26
5620;10;93064;;1990-10-26
5620;11;93077;;1991-06-14
5630;0;93010;;
5630;1;93017;;1990-10-26
5630;2;93068;;1990-10-26
5630;3;93070;;1990-10-26
