#
# Version: 2011-03-12 00:00:00.0
#
# Table label_fr = Codes INS via Code postal
#
# POSTAL_CODE_fr  =  Code postal
# SEQNBR_fr  =  Numéro de séquence
# NIS_CODE_fr  =  Code INS
# EXPIRATION_DATE_fr  =  Date de suppression
# LATEST_TREATMENT_DATE_fr  =  Date du dernier traitement
#
# Table label_nl = NIS-codes via postcode
#
# POSTAL_CODE_nl  =  Postcode
# SEQNBR_nl  =  Sequentienummer
# NIS_CODE_nl  =  NIS-code
# EXPIRATION_DATE_nl  =  Verwijderingsdatum
# LATEST_TREATMENT_DATE_nl  =  Datum laatste verwerking
#
# Table label_de = LAS-Codes über Postleitzahl
#
# POSTAL_CODE_de  =  Postleitzahl
# SEQNBR_de  =  Sequenznummer
# NIS_CODE_de  =  LAS-Code
# EXPIRATION_DATE_de  =  Löschungsdatum
# LATEST_TREATMENT_DATE_de  =  Datum der letzten Verarbeitung
#
POSTAL_CODE;SEQNBR;NIS_CODE;EXPIRATION_DATE;LATEST_TREATMENT_DATE
5630;4;93073;;1990-10-26
5630;5;93082;;1990-10-26
5640;0;92013;;1990-10-26
5640;1;92058;;1990-10-26
5640;2;92087;;
5640;3;92104;;1990-10-26
5640;4;93005;;1990-10-26
5640;5;93052;;1990-10-26
5641;0;92051;;
5641;1;92087;;
5644;0;92037;;
5644;1;92087;;
5646;0;92087;;
5646;1;93074;;
5650;0;93009;;1990-10-26
5650;1;93011;;1990-10-26
5650;2;93012;;1990-10-26
5650;3;93023;;1990-10-26
5650;4;93024;;1990-10-26
5650;5;93058;;1990-10-26
5650;6;93070;;1990-10-26
5650;7;93087;;1990-10-26
5650;8;93088;;
5650;9;93089;;1990-10-26
5651;0;93004;;1990-10-26
5651;1;93030;;1990-10-26
5651;2;93037;;1990-10-26
5651;3;93059;;1990-10-26
5651;4;93071;;1990-10-26
5651;5;93076;;1990-10-26
5651;6;93078;;1990-10-26
5651;7;93088;;
5660;0;93003;;1990-10-26
5660;1;93006;;1990-10-26
5660;2;93007;;1990-10-26
5660;3;93008;;1990-10-26
5660;4;93014;;
5660;5;93015;;1990-10-26
5660;6;93016;;1990-10-26
5660;7;93026;;1990-10-26
5660;8;93029;;1990-10-26
5660;9;93039;;1990-10-26
5660;10;93053;;1990-10-26
5660;11;93054;;1990-10-26
5660;12;93055;;1990-10-26
5660;13;93057;;1990-10-26
5670;0;93019;;1990-10-26
5670;1;93038;;1990-10-26
5670;2;93042;;1990-10-26
5670;3;93047;;1990-10-26
5670;4;93049;;1990-10-26
5670;5;93050;;1990-10-26
5670;6;93079;;1990-10-26
5670;7;93081;;1990-10-26
5670;8;93090;;
5680;0;93018;;
5680;1;93027;;1990-10-26
5680;2;93028;;1990-10-26
5680;3;93040;;1990-10-26
5680;4;93041;;1990-10-26
5680;5;93048;;1990-10-26
5680;6;93062;;1990-10-26
5680;7;93072;;1990-10-26
5680;8;93080;;1990-10-26
5680;9;93086;;1990-10-26
6000;0;52011;;
6001;0;52011;;
6001;1;52045;;
6010;0;52011;;
6010;1;52014;;1990-10-17
6020;0;52011;;
6020;1;52016;;
6030;0;52011;;
6030;1;52030;;1990-10-17
6030;2;52044;;
6031;0;52011;;
6031;1;52047;;
6032;0;52011;;
6032;1;52050;;1990-10-17
6040;0;52011;;
6040;1;52034;;
6041;0;52011;;
6041;1;52028;;1990-10-17
6042;0;52011;;
6042;1;52040;;1990-10-17
6043;0;52011;;
6043;1;52058;;1990-10-17
6044;0;52011;;
6044;1;52061;;1990-10-17
6060;0;52011;;
6060;1;52026;;
6061;0;52011;;
6061;1;52049;;1990-10-17
6110;0;52048;;
6111;0;52037;;
6111;1;52048;;
6120;0;56017;;1990-10-17
6120;1;56034;;1990-10-17
6120;2;56037;;1990-10-17
6120;3;56048;;1990-10-17
6120;4;56058;;1990-10-17
6120;5;56086;;
6140;0;52022;;
6141;0;52022;;
6141;1;52023;;1990-10-17
6142;0;52022;;
6142;1;52038;;1990-10-17
6150;0;56001;;
6180;0;52015;;
6180;1;52061;;1985-01-18
6181;0;52015;;
6181;1;52031;;1990-10-17
6182;0;52015;;
6182;1;52064;;1990-10-17
6183;0;52015;;
6183;1;52066;;1990-10-17
6200;0;52007;;1990-10-17
6200;1;52012;;
6200;2;52013;;1990-10-17
6210;0;52024;;1990-10-17
6210;1;52059;;1990-10-17
6210;2;52068;;1990-10-17
6210;3;52073;;1990-10-17
6210;4;52075;;
6211;0;52046;;1990-10-17
6211;1;52075;;
6220;0;52021;;
6220;1;52032;;1990-10-17
6220;2;52036;;1990-10-17
6220;3;52072;;1990-10-17
6221;0;52021;;
6221;1;52062;;
6222;0;52008;;
6222;1;52021;;
6223;0;52021;;
6223;1;52070;;
6224;0;52021;;
6224;1;52071;;1990-10-17
6230;0;52009;;1990-10-17
6230;1;52051;;1990-10-17
6230;2;52055;;
6230;3;52065;;1990-10-17
6230;4;52067;;1990-10-17
6238;0;52039;;1984-12-13
6238;1;52042;;
6238;2;52055;;
6240;0;52018;;
6240;1;52054;;1990-10-17
6250;0;52002;;1990-10-17
6250;1;52056;;
6250;2;52057;;1990-10-17
6250;3;52060;;1990-10-17
6250;4;52074;;
6280;0;52001;;1986-06-23
6280;1;52025;;
6280;2;52029;;1986-06-23
6280;3;52033;;1986-06-23
6280;4;52041;;1986-06-23
6280;5;52069;;1986-06-23
6440;0;56013;;
6440;1;56028;;1990-10-17
6440;2;56029;;
6440;3;56081;;1990-10-17
6441;0;56021;;
6441;1;56029;;
6460;0;56003;;1990-10-17
6460;1;56016;;
6460;2;56065;;1990-10-17
6460;3;56067;;1990-10-17
6460;4;56068;;1990-10-17
6460;5;56082;;1990-10-17
6461;0;56016;;
6461;1;56083;;
6462;0;56016;;
6462;1;56079;;
6463;0;56016;;
6463;1;56045;;
6464;0;56002;;1990-10-17
6464;1;56012;;1990-10-17
6464;2;56016;;
6464;3;56027;;1990-10-17
6464;4;56040;;1990-10-17
6464;5;56064;;1990-10-17
6470;0;56032;;1990-10-17
6470;1;56053;;1990-10-17
6470;2;56061;;1990-10-17
6470;3;56070;;1990-10-17
6470;4;56072;;1990-10-17
6470;5;56073;;1990-12-19
6470;6;56088;;
6500;0;56004;;1990-10-17
6500;1;56005;;
6500;2;56041;;1990-10-17
6500;3;56042;;1990-10-17
6500;4;56062;;1990-10-17
6500;5;56073;;1990-10-17
6500;6;56076;;1990-10-17
6511;0;56005;;
6511;1;56075;;1990-10-17
6530;0;56039;;1990-10-17
6530;1;56078;;
6531;0;56010;;
6531;1;56078;;
6532;0;56060;;
6532;1;56078;;
6533;0;56009;;
6533;1;56078;;
6534;0;56030;;1990-10-17
6534;1;56078;;
6536;0;56019;;1990-10-17
6536;1;56077;;1990-10-17
6536;2;56078;;
6540;0;56044;;
6540;1;56056;;1990-10-17
6542;0;56044;;
6542;1;56069;;
6543;0;56008;;
6543;1;56044;;
6560;0;56007;;1990-10-17
6560;1;56022;;
6560;2;56031;;1990-10-17
6560;3;56035;;1990-10-17
6560;4;56054;;1990-10-17
6560;5;56074;;1990-10-17
6567;0;56025;;1990-10-17
6567;1;56038;;1990-10-17
6567;2;56049;;
6567;3;56050;;1990-10-17
6590;0;56051;;
6591;0;56046;;
6591;1;56051;;
6592;0;56051;;
6592;1;56052;;
6593;0;56047;;
6593;1;56051;;
6594;0;56006;;
6594;1;56051;;
6596;0;56026;;1990-10-17
6596;1;56051;;
6596;2;56071;;1990-10-17
6600;0;82003;;
6600;1;82017;;1990-10-26
6600;2;82024;;1990-10-26
6600;3;82033;;1990-10-26
6600;4;82034;;1990-10-26
6630;0;81013;;
6637;0;82009;;
6637;1;82012;;1990-10-26
6637;2;82030;;1990-10-26
6640;0;82013;;1990-10-26
6640;1;82021;;1985-08-13
6640;2;82023;;1990-10-26
6640;3;82026;;1990-10-26
6640;4;82031;;1985-08-13
6640;5;82036;;
6642;0;82036;;
6642;1;84031;;
6660;0;82014;;
6660;1;82022;;1990-10-26
6661;0;82014;;
6661;1;82019;;
6661;2;82027;;1985-01-03
6662;0;82014;;
6662;1;82028;;
6663;0;82014;;
6663;1;82018;;
6666;0;82014;;
6666;1;82035;;
6670;0;82015;;
6670;1;82037;;
6671;0;82007;;
6671;1;82037;;
6672;0;82004;;1985-01-18
6672;1;82037;;
6673;0;82008;;
6673;1;82037;;
6674;0;82020;;
6674;1;82037;;
6680;0;82001;;1990-10-26
6680;1;82029;;1990-10-26
6680;2;82038;;
6681;0;82038;;1990-10-08
6681;1;84032;;1990-10-26
6686;0;82005;;
6686;1;82010;;1990-10-26
6687;0;82005;;
6688;0;82005;;
6688;1;82016;;1990-10-26
6690;0;82002;;1985-01-03
6690;1;82006;;1985-01-03
6690;2;82032;;
6692;0;82004;;1985-01-18
6692;1;82025;;
6692;2;82032;;
6698;0;82011;;
6698;1;82032;;
6700;0;81001;;
6700;1;81005;;1993-04-26
6700;2;81006;;1990-10-26
6700;3;81007;;1993-04-26
6700;4;81009;;1985-01-18
6700;5;81011;;1990-10-26
6700;6;81021;;1990-10-26
6717;0;81003;;
6717;1;81016;;1990-10-26
6717;2;81017;;1990-10-26
6717;3;81020;;1990-10-26
6717;4;81022;;1990-10-26
6720;0;81009;;1985-01-18
6720;1;85014;;
6720;2;85046;;
6721;0;84001;;
6721;1;85046;;
6723;0;85015;;
6723;1;85046;;
6724;0;85017;;1990-10-26
6724;1;85031;;1990-10-26
6724;2;85044;;1990-10-26
6724;3;85046;;
6730;0;85001;;1990-10-26
6730;1;85029;;1990-10-26
6730;2;85036;;1990-10-26
6730;3;85039;;
6740;0;85009;;
6740;1;85033;;1985-01-18
6740;2;85044;;1985-01-18
6741;0;85009;;
6741;1;85041;;
6742;0;85004;;
6742;1;85009;;
6743;0;85003;;
6743;1;85009;;
6747;0;81014;;1990-10-26
6747;1;85006;;1990-10-26
6747;2;85034;;
6750;0;85002;;1990-10-26
6750;1;85026;;
6750;2;85027;;1990-10-26
6760;0;85002;;1984-06-13
6760;1;85010;;1990-10-26
6760;2;85030;;1990-10-26
6760;3;85045;;
6761;0;85022;;
6761;1;85045;;
6762;0;85035;;
6762;1;85045;;
6767;0;85008;;1990-10-26
6767;1;85016;;1990-10-26
6767;2;85021;;1993-04-26
6767;3;85040;;1990-10-26
6767;4;85047;;
6769;0;85013;;1990-10-26
6769;1;85024;;
6769;2;85028;;1990-10-26
6769;3;85037;;1990-10-26
6769;4;85043;;1990-10-26
6780;0;81012;;1985-01-03
6780;1;81015;;
6780;2;81023;;1985-01-18
6781;0;81015;;
6781;1;81019;;
6782;0;81008;;
6782;1;81015;;
6790;0;81004;;
6791;0;81002;;1990-10-26
6791;1;81004;;
6792;0;81004;;
6792;1;81010;;1990-10-26
6792;2;81018;;1990-10-26
6800;0;84011;;1990-10-26
6800;1;84021;;1990-10-26
6800;2;84036;;1990-10-26
6800;3;84042;;1990-10-26
6800;4;84054;;1990-10-26
6800;5;84056;;1990-10-26
6800;6;84058;;1990-10-26
6800;7;84061;;1990-10-26
6800;8;84077;;
6810;0;85007;;
6810;1;85018;;1990-10-26
6810;2;85019;;
6811;0;85007;;
6811;1;85023;;
6812;0;84067;;
6812;1;85007;;
6813;0;85007;;
6813;1;85038;;
6820;0;85011;;
6820;1;85012;;1990-10-26
6820;2;85025;;1990-10-26
6820;3;85032;;1990-10-26
6821;0;85011;;
6821;1;85020;;
6823;0;85011;;
6823;1;85042;;
6824;0;85005;;
6824;1;85011;;
6830;0;84010;;
6830;1;84034;;1990-10-26
6830;2;84052;;1990-10-26
6830;3;84057;;1990-10-26
6831;0;84010;;
6831;1;84044;;
6832;0;84010;;
6832;1;84062;;
6833;0;84010;;
6833;1;84071;;
6833;2;84074;;1987-02-04
6834;0;84008;;
6834;1;84010;;
6836;0;84010;;
6836;1;84017;;
6838;0;84010;;
6838;1;84014;;
6838;2;91003;;1985-01-18
6840;0;84004;;1990-10-26
6840;1;84023;;1990-10-26
6840;2;84024;;1990-10-26
6840;3;84026;;1990-10-26
6840;4;84038;;1990-10-26
6840;5;84043;;
6840;6;84069;;1990-10-26
6850;0;84012;;1990-10-26
6850;1;84047;;1990-10-26
6850;2;84050;;
6851;0;84045;;
6851;1;84050;;
6852;0;84039;;1985-01-03
6852;1;84048;;
6852;2;84050;;
6853;0;84020;;
6853;1;84050;;
6856;0;84019;;
6856;1;84050;;
6860;0;84001;;1990-10-26
6860;1;84004;;1990-10-26
6860;2;84018;;1990-10-26
6860;3;84033;;1985-01-18
6860;4;84040;;1990-10-26
6860;5;84076;;1993-04-26
6870;0;84003;;1990-10-26
6870;1;84006;;1990-10-26
6870;2;84027;;1990-10-26
6870;3;84041;;1990-10-26
6870;4;84059;;
6870;5;84063;;1990-10-26
6870;6;84072;;1990-10-26
6870;7;84077;;1991-06-14
6880;0;84005;;1990-10-26
6880;1;84009;;
6880;2;84015;;1990-10-26
6880;3;84030;;1990-10-26
6880;4;84047;;1990-10-26
6880;5;84049;;1990-10-26
6887;0;84029;;
6887;1;84060;;1990-10-26
6887;2;84065;;1990-10-26
6890;0;84002;;1993-04-26
6890;1;84035;;
6890;2;84046;;1990-10-26
6890;3;84055;;1990-10-26
6890;4;84063;;1990-10-26
6890;5;84070;;1990-10-26
6890;6;84073;;1990-10-26
6900;0;83002;;1990-10-26
6900;1;83022;;1990-10-26
6900;2;83029;;1990-10-26
6900;3;83034;;
6900;4;83036;;1990-10-26
6900;5;83042;;1990-10-26
6900;6;83045;;1990-10-26
6900;7;83053;;1990-10-26
6900;8;91010;;1990-10-26
6900;9;91101;;1990-10-26
6920;0;84064;;1990-10-26
6920;1;84075;;
6921;0;84013;;
6921;1;84075;;
6922;0;84025;;
6922;1;84075;;
6924;0;84037;;
6924;1;84075;;
6927;0;83019;;1990-10-26
6927;1;84068;;
6927;2;91025;;1990-10-26
6927;3;91111;;1990-10-26
6929;0;84016;;
6929;1;84022;;1990-10-26
6929;2;84028;;1990-10-26
6929;3;84051;;1990-10-26
6940;0;83004;;1990-10-26
6940;1;83012;;
6940;2;83016;;1990-10-26
6940;3;83047;;1990-10-26
6940;4;83054;;1990-10-26
6941;0;83007;;1990-10-26
6941;1;83008;;1990-10-26
6941;2;83009;;1990-10-26
6941;3;83012;;
6941;4;83025;;1990-10-26
6941;5;83030;;1990-10-26
6941;6;83050;;1990-10-26
6941;7;83052;;1990-10-26
6950;0;83024;;1985-01-18
6950;1;83040;;
6951;0;83003;;
6951;1;83040;;
6952;0;83018;;
6952;1;83040;;
6953;0;83015;;1990-10-26
6953;1;83032;;1990-10-26
6953;2;83037;;1990-10-26
6953;3;83040;;
6953;4;91004;;1990-10-26
6960;0;63011;;1990-10-26
6960;1;83011;;1990-10-26
6960;2;83017;;1990-10-26
6960;3;83023;;1990-10-26
6960;4;83033;;1990-10-26
6960;5;83041;;1990-10-26
6960;6;83051;;1990-10-26
6960;7;83055;;
6970;0;83049;;
6971;0;83010;;
6971;1;83049;;
6972;0;83014;;
6972;1;83049;;
6980;0;83005;;1990-10-26
6980;1;83031;;
6982;0;83031;;
6982;1;83046;;
6983;0;83031;;
6983;1;83043;;
6984;0;83026;;
6984;1;83031;;
6986;0;83020;;
6986;1;83031;;
6987;0;83006;;1990-10-26
6987;1;83027;;
6987;2;83035;;1990-10-26
6987;3;83044;;
6990;0;83021;;1990-10-26
6990;1;83028;;
6990;2;83036;;1990-10-26
6990;3;91052;;1990-10-26
6997;0;83001;;1990-10-26
6997;1;83013;;
6997;2;83038;;1990-10-26
6997;3;83048;;1990-10-26
7000;0;53019;;1992-04-03
7000;1;53027;;1992-04-03
7000;2;53030;;1992-04-03
7000;3;53042;;1992-04-03
7000;4;53043;;1992-04-03
7000;5;53053;;
7000;6;53059;;1992-04-03
7011;0;53030;;1990-10-17
7011;1;53053;;
7012;0;53027;;1990-10-17
7012;1;53043;;1990-10-17
7012;2;53053;;
7020;0;53048;;1990-10-17
7020;1;53050;;1993-01-11
7020;2;53053;;
7020;3;53059;;1990-10-17
7020;4;55006;;1990-10-17
7021;0;53038;;1990-10-17
7021;1;53053;;
7021;2;55049;;1990-10-17
7022;0;53034;;1990-10-17
7022;1;53035;;1990-10-17
7022;2;53042;;1990-10-17
7022;3;53052;;1990-10-17
7022;4;53053;;
7022;5;53061;;
7022;6;53074;;1992-04-03
7024;0;53018;;
7024;1;53053;;
7030;0;53053;;
7030;1;53071;;
7031;0;53053;;
7031;1;55048;;
7032;0;53053;;
7032;1;53074;;
7033;0;53019;;1990-10-17
7033;1;53053;;
7034;0;53053;;
7034;1;53062;;1990-10-17
7034;2;55037;;1990-10-17
7040;0;53003;;1990-10-17
7040;1;53006;;1990-10-17
7040;2;53011;;1990-10-17
7040;3;53013;;1990-10-17
7040;4;53029;;1990-10-17
7040;5;53032;;1990-10-17
7040;6;53066;;1990-10-17
7040;7;53067;;1990-10-17
7040;8;53084;;
7041;0;53031;;1990-10-17
7041;1;53037;;1990-10-17
7041;2;53084;;
7050;0;53022;;1990-10-17
7050;1;53023;;1990-10-17
7050;2;53040;;1990-10-17
7050;3;53044;;
7050;4;53050;;1990-10-17
7050;5;53051;;1990-10-17
7060;0;55018;;1990-10-17
7060;1;55040;;
7061;0;55006;;1990-10-17
7061;1;55040;;
7061;2;55044;;1990-10-17
7062;0;55028;;1990-10-17
7062;1;55040;;
7063;0;53017;;1990-10-17
7063;1;53058;;1990-10-17
7063;2;55040;;
7070;0;55013;;1990-10-17
7070;1;55027;;1990-10-17
7070;2;55035;;
7070;3;55043;;1990-10-17
7070;4;55049;;1990-10-17
7080;0;53025;;1990-10-17
7080;1;53028;;
7080;2;53045;;1990-10-17
7080;3;53060;;1990-10-17
7080;4;53072;;1990-10-17
7090;0;55004;;
7090;1;55016;;1990-10-17
7090;2;55017;;1990-10-17
7090;3;55034;;1990-10-17
7090;4;55036;;1990-10-17
7090;5;55041;;1990-10-17
7100;0;52017;;1987-02-04
7100;1;55015;;1990-10-17
7100;2;55022;;
7100;3;55038;;1990-10-17
7100;4;55046;;1990-10-17
7100;5;56033;;1990-10-17
7110;0;55003;;1990-10-17
7110;1;55019;;1990-10-17
7110;2;55020;;1990-10-17
7110;3;55022;;
7110;4;55026;;1990-10-17
7110;5;55042;;1990-10-17
7120;0;55011;;1990-10-17
7120;1;55047;;1990-10-17
7120;2;56018;;1990-10-17
7120;3;56023;;1990-10-17
7120;4;56024;;1990-10-17
7120;5;56036;;1990-10-17
7120;6;56059;;1990-10-17
7120;7;56066;;1990-10-17
7120;8;56080;;1990-10-17
7120;9;56085;;
7130;0;55005;;1990-10-17
7130;1;56011;;
7130;2;56501;;1984-12-13
7131;0;56011;;
7131;1;56084;;
7133;0;56011;;
7133;1;56014;;
7134;0;55032;;1990-10-17
7134;1;56011;;
7134;2;56020;;1990-10-17
7134;3;56043;;1990-10-17
7134;4;56063;;1990-10-17
7140;0;56057;;1990-10-17
7140;1;56087;;
7141;0;56015;;1990-10-17
7141;1;56055;;1990-10-17
7141;2;56087;;
7160;0;52010;;
7160;1;52027;;1990-10-17
7160;2;52053;;1990-10-17
7170;0;52004;;1990-10-17
7170;1;52006;;
7170;2;52019;;1990-10-17
7170;3;52035;;1990-10-17
7170;4;52043;;
7180;0;52063;;
7181;0;52003;;1990-10-17
7181;1;52017;;1990-10-17
7181;2;52020;;1990-10-17
7181;3;52052;;1990-10-17
7181;4;52063;;
7190;0;55008;;
7190;1;55024;;1990-10-17
7190;2;55050;;
7191;0;55009;;
7191;1;55050;;
7300;0;53014;;
7301;0;53014;;
7301;1;53041;;1990-10-17
7320;0;51009;;
7321;0;51009;;
7321;1;51030;;1990-10-17
7321;2;57009;;1990-10-17
7322;0;51009;;
7322;1;51049;;1990-10-17
7322;2;51059;;1990-10-17
7330;0;53070;;
7331;0;53009;;1990-10-17
7331;1;53070;;
7332;0;53057;;1990-10-17
7332;1;53070;;
7332;2;53073;;1990-10-17
7333;0;53070;;
7333;1;53075;;1990-10-17
7334;0;53036;;1990-10-17
7334;1;53070;;
7334;2;53077;;1990-10-17
7340;0;53025;;1990-10-17
7340;1;53064;;1990-10-17
7340;2;53078;;1990-10-17
7340;3;53079;;1990-10-17
7340;4;53082;;
7350;0;53033;;1990-10-17
7350;1;53039;;
7350;2;53056;;1990-10-17
7350;3;53076;;1990-10-17
7370;0;53012;;1990-10-17
7370;1;53020;;
7370;2;53021;;
7370;3;53081;;1990-10-17
7380;0;53008;;1990-10-17
7380;1;53068;;
7382;0;53005;;
7382;1;53068;;
7387;0;53001;;1990-10-17
7387;1;53002;;
7387;2;53004;;1990-10-17
7387;3;53007;;1990-10-17
7387;4;53024;;1990-10-17
7387;5;53026;;1990-10-17
7387;6;53049;;1990-10-17
7387;7;53055;;1990-10-17
7387;8;53063;;1990-10-17
7387;9;53069;;1990-10-17
7387;10;53081;;1993-04-26
7387;11;53083;;
7390;0;53065;;
7390;1;53080;;1990-10-17
7500;0;57022;;1990-10-17
7500;1;57076;;1990-10-17
7500;2;57081;;
7501;0;57060;;
7501;1;57081;;
7502;0;57024;;1990-10-17
7502;1;57081;;
7503;0;57031;;
7503;1;57081;;
7504;0;57030;;1990-10-17
7504;1;57081;;
7506;0;57081;;
7506;1;57092;;1990-10-17
7520;0;57069;;1990-10-17
7520;1;57078;;1990-10-17
7520;2;57081;;
7521;0;57021;;
7521;1;57081;;
7522;0;57008;;1990-10-17
7522;1;57038;;1990-10-17
7522;2;57044;;1990-10-17
7522;3;57050;;1990-10-17
7522;4;57081;;
7530;0;57033;;
7530;1;57081;;
7531;0;57036;;
7531;1;57081;;
7532;0;57007;;
7532;1;57081;;
7533;0;57080;;
7533;1;57081;;
7534;0;57005;;
7534;1;57052;;1990-10-17
7534;2;57081;;
7536;0;57081;;
7536;1;57082;;1990-10-17
7538;0;57081;;
7538;1;57084;;1990-10-17
7540;0;57042;;
7540;1;57053;;1990-10-17
7540;2;57068;;1990-10-17
7540;3;57073;;1990-10-17
7540;4;57081;;
7542;0;57056;;
7542;1;57081;;
7543;0;57057;;
7543;1;57081;;
7548;0;57081;;
7548;1;57085;;1990-10-17
7600;0;57064;;
7601;0;57064;;
7601;1;57071;;
7602;0;57015;;
7602;1;57064;;
7603;0;57011;;
7603;1;57064;;
7604;0;57006;;1990-10-17
7604;1;57012;;1990-10-17
7604;2;57013;;1990-10-17
7604;3;57016;;1990-10-17
7604;4;57064;;
7604;5;57087;;1990-10-17
7608;0;57064;;
7608;1;57090;;1990-10-17
7610;0;57072;;
7611;0;57043;;
7611;1;57072;;
7618;0;57072;;
7618;1;57077;;
7620;0;57010;;
7620;1;57035;;1990-10-17
7620;2;57039;;1990-10-17
7620;3;57041;;1990-10-17
7620;4;57089;;1990-10-17
7620;5;57093;;
7621;0;57047;;
7621;1;57093;;
7622;0;57045;;
7622;1;57093;;
7623;0;57070;;
7623;1;57093;;
7624;0;57040;;
7624;1;57093;;
7640;0;57003;;
7640;1;57051;;1990-10-17
7640;2;57063;;1990-10-17
7641;0;57003;;
7641;1;57014;;
7642;0;57003;;
7642;1;57017;;
7643;0;57003;;
7643;1;57029;;
7700;0;54006;;1990-10-17
7700;1;54007;;
7711;0;54003;;1990-10-17
7711;1;54007;;
7712;0;54004;;1990-10-17
7712;1;54007;;
7730;0;57004;;1990-10-17
7730;1;57026;;1990-10-17
7730;2;57027;;
7730;3;57028;;1990-10-17
7730;4;57046;;1990-10-17
7730;5;57058;;
7730;6;57075;;1990-10-17
7740;0;57062;;
7740;1;57086;;1990-10-17
7742;0;57037;;
7742;1;57062;;
7743;0;57025;;
7743;1;57059;;1985-08-01
7743;2;57062;;
7750;0;57001;;1990-10-17
7750;1;57002;;1990-10-17
7750;2;57061;;1990-10-17
7750;3;57074;;1990-10-17
7750;4;57095;;
7760;0;57018;;
7760;1;57023;;1990-10-17
7760;2;57054;;1990-10-17
7760;3;57066;;1990-10-17
7760;4;57067;;1990-10-17
7760;5;57083;;1990-10-17
7780;0;54002;;
7780;1;54010;;
7781;0;54002;;
7781;1;54005;;
7781;2;54010;;
7782;0;54002;;1990-10-17
7782;1;54008;;1990-10-17
7782;2;54010;;
7783;0;54002;;1990-10-17
7783;1;54008;;1992-04-03
7783;2;54010;;1985-01-18
7784;0;54001;;1990-10-17
7784;1;54002;;1990-10-17
7784;2;54009;;1990-10-17
7784;3;54010;;
7800;0;51004;;
7800;1;51039;;1990-10-17
7801;0;51004;;
7801;1;51035;;
7802;0;51004;;
7802;1;51047;;
7803;0;51004;;
7803;1;51011;;
7804;0;51004;;
7804;1;51048;;1990-10-17
7804;2;51052;;
7810;0;51004;;
7810;1;51040;;
7811;0;51002;;
7811;1;51004;;
7812;0;51004;;
7812;1;51033;;1990-10-17
7812;2;51041;;1990-10-17
7812;3;51044;;1990-10-17
7812;4;51060;;1990-10-17
7812;5;51061;;1990-10-17
7812;6;57049;;1990-10-17
7822;0;51004;;
7822;1;51024;;
7822;2;51036;;1990-10-17
7822;3;51042;;1990-10-17
7823;0;51004;;
7823;1;51025;;
7830;0;51021;;1990-10-17
7830;1;51026;;1990-10-17
7830;2;51031;;1990-10-17
7830;3;55001;;1990-10-17
7830;4;55014;;1990-10-17
7830;5;55021;;1990-12-19
7830;6;55039;;
7830;7;55045;;1990-10-17
7850;0;55010;;
7850;1;55025;;1990-10-17
7850;2;55033;;1990-10-17
7860;0;55023;;
7861;0;55023;;
7861;1;55031;;
7861;2;55501;;1984-12-13
7862;0;55023;;
7862;1;55029;;
7863;0;55012;;
7863;1;55023;;
7864;0;55007;;1990-10-17
7864;1;55023;;
7866;0;55002;;1990-10-17
7866;1;55023;;
7866;2;55030;;1990-10-17
7870;0;53010;;1990-10-17
7870;1;53016;;1990-10-17
7870;2;53046;;
7870;3;53047;;1990-10-17
7870;4;53054;;1990-10-17
7880;0;51019;;
7890;0;51017;;
7890;1;51038;;1986-06-23
7890;2;51063;;1986-06-23
7900;0;57034;;1990-10-17
7900;1;57048;;
7900;2;57094;;
7901;0;57079;;
7901;1;57094;;
7903;0;51010;;1990-10-17
7903;1;57019;;1990-10-17
7903;2;57020;;1990-10-17
7903;3;57094;;
7904;0;51058;;1990-10-17
7904;1;57065;;
7904;2;57091;;1990-10-17
7904;3;57094;;
7906;0;57032;;
7906;1;57094;;
7910;0;51001;;1990-10-17
7910;1;51003;;1990-10-17
7910;2;51015;;1990-10-17
7910;3;51020;;1990-10-17
7910;4;51064;;1990-10-17
7910;5;51065;;
7910;6;51501;;1990-10-17
7910;7;57088;;1990-10-17
7911;0;51013;;1990-10-17
7911;1;51022;;1990-10-17
7911;2;51029;;1990-10-17
7911;3;51032;;1990-10-17
7911;4;51045;;1990-10-17
7911;5;51046;;1990-10-17
7911;6;51065;;
7911;7;57055;;1990-10-17
7912;0;51016;;1990-10-17
7912;1;51053;;1990-10-17
7912;2;51065;;
7940;0;51012;;
7940;1;53015;;1984-07-10
7941;0;51005;;
7941;1;51012;;
7942;0;51012;;
7942;1;51043;;
7943;0;51012;;
7943;1;51023;;
7950;0;51014;;
7950;1;51028;;1990-10-17
7950;2;51034;;1990-10-17
7950;3;51037;;1990-10-17
7950;4;51057;;1984-07-10
7951;0;51014;;
7951;1;51056;;
7970;0;51008;;
7971;0;51007;;1990-10-17
7971;1;51008;;
7971;2;51051;;1990-10-17
7971;3;51055;;1990-10-17
7971;4;51062;;1990-10-17
7972;0;51006;;1990-10-17
7972;1;51008;;
7972;2;51018;;1990-10-17
7972;3;51050;;1990-10-17
7973;0;51008;;
7973;1;51027;;1990-10-17
7973;2;51054;;1990-10-17
8000;0;31005;;
8000;1;31014;;1985-03-01
8000;2;31501;;1985-08-01
8020;0;31009;;1990-10-26
8020;1;31022;;
8020;2;31025;;1990-10-26
8020;3;31037;;1990-10-26
8200;0;31005;;
8200;1;31027;;1985-03-01
8200;2;31030;;1985-03-01
