CD_YEAR;cd_gemeente;gemeente_nl;gemeente_fr;HH_TYPE_LIPRO;AantalWagens; aant_TotaalWagens ; aant_HuisH 
2019;11001;Aartselaar;Aartselaar;1;0; -     ; 542   
2019;11002;Antwerpen;Anvers;1;0; -     ; 64.094   
2019;11004;Boechout;Boechout;1;0; -     ; 552   
2019;11005;Boom;Boom;1;0; -     ; 1.330   
2019;11007;Borsbeek;Borsbeek;1;0; -     ; 718   
2019;11008;Brasschaat;Brasschaat;1;0; -     ; 1.825   
2019;11009;Brecht;Brecht;1;0; -     ; 987   
2019;11013;Edegem;Edegem;1;0; -     ; 1.218   
2019;11016;Essen;Essen;1;0; -     ; 706   
2019;11018;Hemiksem;Hemiksem;1;0; -     ; 579   
2019;11021;Hove (Antwerpen);Hove (Anvers);1;0; -     ; 329   
2019;11022;Kalmthout;Kalmthout;1;0; -     ; 747   
2019;11023;Kapellen (Antwerpen);Kapellen (Anvers);1;0; -     ; 1.281   
2019;11024;Kontich;Kontich;1;0; -     ; 962   
2019;11025;Lint;Lint;1;0; -     ; 269   
2019;11029;Mortsel;Mortsel;1;0; -     ; 2.040   
2019;11030;Niel;Niel;1;0; -     ; 611   
2019;11035;Ranst;Ranst;1;0; -     ; 711   
2019;11037;Rumst;Rumst;1;0; -     ; 629   
2019;11038;Schelle;Schelle;1;0; -     ; 421   
2019;11039;Schilde;Schilde;1;0; -     ; 694   
2019;11040;Schoten;Schoten;1;0; -     ; 1.832   
2019;11044;Stabroek;Stabroek;1;0; -     ; 766   
2019;11050;Wijnegem;Wijnegem;1;0; -     ; 533   
2019;11052;Wommelgem;Wommelgem;1;0; -     ; 558   
2019;11053;Wuustwezel;Wuustwezel;1;0; -     ; 770   
2019;11054;Zandhoven;Zandhoven;1;0; -     ; 490   
2019;11055;Zoersel;Zoersel;1;0; -     ; 900   
2019;11056;Zwijndrecht;Zwijndrecht;1;0; -     ; 1.199   
2019;11057;Malle;Malle;1;0; -     ; 736   
2019;12002;Berlaar;Berlaar;1;0; -     ; 533   
2019;12005;Bonheiden;Bonheiden;1;0; -     ; 611   
2019;12007;Bornem;Bornem;1;0; -     ; 1.094   
2019;12009;Duffel;Duffel;1;0; -     ; 936   
2019;12014;Heist-op-den-Berg;Heist-op-den-Berg;1;0; -     ; 1.979   
2019;12021;Lier;Lierre;1;0; -     ; 2.698   
2019;12025;Mechelen;Malines;1;0; -     ; 6.654   
2019;12026;Nijlen;Nijlen;1;0; -     ; 918   
2019;12029;Putte;Putte;1;0; -     ; 806   
2019;12035;Sint-Katelijne-Waver;Sint-Katelijne-Waver;1;0; -     ; 807   
2019;12040;Willebroek;Willebroek;1;0; -     ; 1.506   
2019;12041;Puurs-Sint-Amands;Puurs-Sint-Amands;1;0; -     ; 1.113   
2019;13001;Arendonk;Arendonk;1;0; -     ; 546   
2019;13002;Baarle-Hertog;Baerle-Duc;1;0; -     ; 136   
2019;13003;Balen;Balen;1;0; -     ; 881   
2019;13004;Beerse;Beerse;1;0; -     ; 686   
2019;13006;Dessel;Dessel;1;0; -     ; 388   
2019;13008;Geel;Geel;1;0; -     ; 2.336   
2019;13010;Grobbendonk;Grobbendonk;1;0; -     ; 459   
2019;13011;Herentals;Herentals;1;0; -     ; 1.875   
2019;13012;Herenthout;Herenthout;1;0; -     ; 450   
2019;13013;Herselt;Herselt;1;0; -     ; 618   
2019;13014;Hoogstraten;Hoogstraten;1;0; -     ; 890   
2019;13016;Hulshout;Hulshout;1;0; -     ; 463   
2019;13017;Kasterlee;Kasterlee;1;0; -     ; 758   
2019;13019;Lille;Lille;1;0; -     ; 586   
2019;13021;Meerhout;Meerhout;1;0; -     ; 470   
2019;13023;Merksplas;Merksplas;1;0; -     ; 266   
2019;13025;Mol;Mol;1;0; -     ; 1.888   
2019;13029;Olen;Olen;1;0; -     ; 496   
2019;13031;Oud-Turnhout;Oud-Turnhout;1;0; -     ; 446   
2019;13035;Ravels;Ravels;1;0; -     ; 585   
2019;13036;Retie;Retie;1;0; -     ; 403   
2019;13037;Rijkevorsel;Rijkevorsel;1;0; -     ; 463   
2019;13040;Turnhout;Turnhout;1;0; -     ; 3.589   
2019;13044;Vorselaar;Vorselaar;1;0; -     ; 371   
2019;13046;Vosselaar;Vosselaar;1;0; -     ; 431   
2019;13049;Westerlo;Westerlo;1;0; -     ; 1.019   
2019;13053;Laakdal;Laakdal;1;0; -     ; 646   
2019;21001;Anderlecht;Anderlecht;1;0; -     ; 15.647   
2019;21002;Oudergem;Auderghem;1;0; -     ; 3.618   
2019;21003;Sint-Agatha-Berchem;Berchem-Sainte-Agathe;1;0; -     ; 2.096   
2019;21004;Brussel;Bruxelles;1;0; -     ; 33.144   
2019;21005;Etterbeek;Etterbeek;1;0; -     ; 10.346   
2019;21006;Evere;Evere;1;0; -     ; 4.625   
2019;21007;Vorst (Brussel-Hoofdstad);Forest (Bruxelles-Capitale);1;0; -     ; 7.600   
2019;21008;Ganshoren;Ganshoren;1;0; -     ; 2.999   
2019;21009;Elsene;Ixelles;1;0; -     ; 24.177   
2019;21010;Jette;Jette;1;0; -     ; 5.498   
2019;21011;Koekelberg;Koekelberg;1;0; -     ; 2.309   
2019;21012;Sint-Jans-Molenbeek;Molenbeek-Saint-Jean;1;0; -     ; 10.637   
2019;21013;Sint-Gillis;Saint-Gilles;1;0; -     ; 11.318   
2019;21014;Sint-Joost-ten-Node;Saint-Josse-ten-Noode;1;0; -     ; 4.941   
2019;21015;Schaarbeek;Schaerbeek;1;0; -     ; 16.188   
2019;21016;Ukkel;Uccle;1;0; -     ; 8.698   
2019;21017;Watermaal-Bosvoorde;Watermael-Boitsfort;1;0; -     ; 2.537   
2019;21018;Sint-Lambrechts-Woluwe;Woluwe-Saint-Lambert;1;0; -     ; 7.568   
2019;21019;Sint-Pieters-Woluwe;Woluwe-Saint-Pierre;1;0; -     ; 3.897   
2019;23002;Asse;Asse;1;0; -     ; 1.658   
2019;23003;Beersel;Beersel;1;0; -     ; 865   
2019;23009;Bever;Biévène;1;0; -     ; 84   
2019;23016;Dilbeek;Dilbeek;1;0; -     ; 2.023   
2019;23023;Galmaarden;Gammerages;1;0; -     ; 369   
2019;23024;Gooik;Gooik;1;0; -     ; 383   
2019;23025;Grimbergen;Grimbergen;1;0; -     ; 1.960   
2019;23027;Halle (Halle-Vilvoorde);Hal (Hal-Vilvorde);1;0; -     ; 2.524   
2019;23032;Herne;Herne;1;0; -     ; 250   
2019;23033;Hoeilaart;Hoeilaart;1;0; -     ; 445   
2019;23038;Kampenhout;Kampenhout;1;0; -     ; 410   
2019;23039;Kapelle-op-den-Bos;Kapelle-op-den-Bos;1;0; -     ; 463   
2019;23044;Liedekerke;Liedekerke;1;0; -     ; 701   
2019;23045;Londerzeel;Londerzeel;1;0; -     ; 842   
2019;23047;Machelen (Halle-Vilvoorde);Machelen (Hal-Vilvorde);1;0; -     ; 644   
2019;23050;Meise;Meise;1;0; -     ; 726   
2019;23052;Merchtem;Merchtem;1;0; -     ; 858   
2019;23060;Opwijk;Opwijk;1;0; -     ; 628   
2019;23062;Overijse;Overijse;1;0; -     ; 866   
2019;23064;Pepingen;Pepingen;1;0; -     ; 123   
2019;23077;Sint-Pieters-Leeuw;Sint-Pieters-Leeuw;1;0; -     ; 1.684   
2019;23081;Steenokkerzeel;Steenokkerzeel;1;0; -     ; 405   
2019;23086;Ternat;Ternat;1;0; -     ; 718   
2019;23088;Vilvoorde;Vilvorde;1;0; -     ; 2.493   
2019;23094;Zaventem;Zaventem;1;0; -     ; 1.988   
2019;23096;Zemst;Zemst;1;0; -     ; 765   
2019;23097;Roosdaal;Roosdaal;1;0; -     ; 422   
2019;23098;Drogenbos;Drogenbos;1;0; -     ; 372   
2019;23099;Kraainem;Kraainem;1;0; -     ; 597   
2019;23100;Linkebeek;Linkebeek;1;0; -     ; 247   
2019;23101;Sint-Genesius-Rode;Rhode-Saint-Genèse;1;0; -     ; 597   
2019;23102;Wemmel;Wemmel;1;0; -     ; 855   
2019;23103;Wezembeek-Oppem;Wezembeek-Oppem;1;0; -     ; 590   
2019;23104;Lennik;Lennik;1;0; -     ; 342   
2019;23105;Affligem;Affligem;1;0; -     ; 445   
2019;24001;Aarschot;Aarschot;1;0; -     ; 1.858   
2019;24007;Begijnendijk;Begijnendijk;1;0; -     ; 329   
2019;24008;Bekkevoort;Bekkevoort;1;0; -     ; 266   
2019;24009;Bertem;Bertem;1;0; -     ; 369   
2019;24011;Bierbeek;Bierbeek;1;0; -     ; 388   
2019;24014;Boortmeerbeek;Boortmeerbeek;1;0; -     ; 440   
2019;24016;Boutersem;Boutersem;1;0; -     ; 289   
2019;24020;Diest;Diest;1;0; -     ; 1.436   
2019;24028;Geetbets;Geetbets;1;0; -     ; 259   
2019;24033;Haacht;Haacht;1;0; -     ; 489   
2019;24038;Herent;Herent;1;0; -     ; 947   
2019;24041;Hoegaarden;Hoegaarden;1;0; -     ; 307   
2019;24043;Holsbeek;Holsbeek;1;0; -     ; 369   
2019;24045;Huldenberg;Huldenberg;1;0; -     ; 341   
2019;24048;Keerbergen;Keerbergen;1;0; -     ; 388   
2019;24054;Kortenaken;Kortenaken;1;0; -     ; 309   
2019;24055;Kortenberg;Kortenberg;1;0; -     ; 886   
2019;24059;Landen;Landen;1;0; -     ; 915   
2019;24062;Leuven;Louvain;1;0; -     ; 16.172   
2019;24066;Lubbeek;Lubbeek;1;0; -     ; 457   
2019;24086;Oud-Heverlee;Oud-Heverlee;1;0; -     ; 353   
2019;24094;Rotselaar;Rotselaar;1;0; -     ; 571   
2019;24104;Tervuren;Tervuren;1;0; -     ; 902   
2019;24107;Tienen;Tirlemont;1;0; -     ; 2.665   
2019;24109;Tremelo;Tremelo;1;0; -     ; 466   
2019;24130;Zoutleeuw;Léau;1;0; -     ; 368   
2019;24133;Linter;Linter;1;0; -     ; 297   
2019;24134;Scherpenheuvel-Zichem;Montaigu-Zichem;1;0; -     ; 1.222   
2019;24135;Tielt-Winge;Tielt-Winge;1;0; -     ; 476   
2019;24137;Glabbeek;Glabbeek;1;0; -     ; 173   
2019;25005;Bevekom;Beauvechain;1;0; -     ; 224   
2019;25014;Eigenbrakel;Braine-l’Alleud;1;0; -     ; 1.841   
2019;25015;Kasteelbrakel;Braine-le-Château;1;0; -     ; 373   
2019;25018;Chaumont-Gistoux;Chaumont-Gistoux;1;0; -     ; 352   
2019;25023;Court-Saint-Etienne;Court-Saint-Etienne;1;0; -     ; 411   
2019;25031;Genepiën;Genappe;1;0; -     ; 572   
2019;25037;Graven;Grez-Doiceau;1;0; -     ; 420   
2019;25043;Incourt;Incourt;1;0; -     ; 178   
2019;25044;Itter;Ittre;1;0; -     ; 243   
2019;25048;Geldenaken;Jodoigne;1;0; -     ; 753   
2019;25050;Terhulpen;La Hulpe;1;0; -     ; 328   
2019;25068;Mont-Saint-Guibert;Mont-Saint-Guibert;1;0; -     ; 294   
2019;25072;Nijvel;Nivelles;1;0; -     ; 2.385   
2019;25084;Perwijs (Nijvel);Perwez (Nivelles);1;0; -     ; 376   
2019;25091;Rixensart;Rixensart;1;0; -     ; 974   
2019;25105;Tubeke;Tubize;1;0; -     ; 1.438   
2019;25107;Villers-la-Ville;Villers-la-Ville;1;0; -     ; 351   
2019;25110;Waterloo;Waterloo;1;0; -     ; 1.233   
2019;25112;Waver;Wavre;1;0; -     ; 1.913   
2019;25117;Chastre;Chastre;1;0; -     ; 228   
2019;25118;Hélécine;Hélécine;1;0; -     ; 151   
2019;25119;Lasne;Lasne;1;0; -     ; 361   
2019;25120;Orp-Jauche;Orp-Jauche;1;0; -     ; 299   
2019;25121;Ottignies-Louvain-la-Neuve;Ottignies-Louvain-la-Neuve;1;0; -     ; 3.259   
2019;25122;Ramillies;Ramillies;1;0; -     ; 225   
2019;25123;Rebecq;Rebecq;1;0; -     ; 444   
2019;25124;Walhain;Walhain;1;0; -     ; 213   
2019;31003;Beernem;Beernem;1;0; -     ; 699   
2019;31004;Blankenberge;Blankenberge;1;0; -     ; 2.793   
2019;31005;Brugge;Bruges;1;0; -     ; 10.048   
2019;31006;Damme;Damme;1;0; -     ; 442   
2019;31012;Jabbeke;Jabbeke;1;0; -     ; 535   
2019;31022;Oostkamp;Oostkamp;1;0; -     ; 981   
2019;31033;Torhout;Torhout;1;0; -     ; 1.173   
2019;31040;Zedelgem;Zedelgem;1;0; -     ; 848   
2019;31042;Zuienkerke;Zuienkerke;1;0; -     ; 85   
2019;31043;Knokke-Heist;Knokke-Heist;1;0; -     ; 3.348   
2019;32003;Diksmuide;Dixmude;1;0; -     ; 987   
2019;32006;Houthulst;Houthulst;1;0; -     ; 451   
2019;32010;Koekelare;Koekelare;1;0; -     ; 420   
2019;32011;Kortemark;Kortemark;1;0; -     ; 551   
2019;32030;Lo-Reninge;Lo-Reninge;1;0; -     ; 130   
2019;33011;Ieper;Ypres;1;0; -     ; 2.382   
2019;33016;Mesen;Messines;1;0; -     ; 54   
2019;33021;Poperinge;Poperinge;1;0; -     ; 1.135   
2019;33029;Wervik;Wervik;1;0; -     ; 1.031   
2019;33037;Zonnebeke;Zonnebeke;1;0; -     ; 512   
2019;33039;Heuvelland;Heuvelland;1;0; -     ; 399   
2019;33040;Langemark-Poelkapelle;Langemark-Poelkapelle;1;0; -     ; 320   
2019;33041;Vleteren;Vleteren;1;0; -     ; 150   
2019;34002;Anzegem;Anzegem;1;0; -     ; 565   
2019;34003;Avelgem;Avelgem;1;0; -     ; 575   
2019;34009;Deerlijk;Deerlijk;1;0; -     ; 529   
2019;34013;Harelbeke;Harelbeke;1;0; -     ; 1.489   
2019;34022;Kortrijk;Courtrai;1;0; -     ; 5.695   
2019;34023;Kuurne;Kuurne;1;0; -     ; 717   
2019;34025;Lendelede;Lendelede;1;0; -     ; 261   
2019;34027;Menen;Menin;1;0; -     ; 2.331   
2019;34040;Waregem;Waregem;1;0; -     ; 1.917   
2019;34041;Wevelgem;Wevelgem;1;0; -     ; 1.575   
2019;34042;Zwevegem;Zwevegem;1;0; -     ; 1.068   
2019;34043;Spiere-Helkijn;Espierres-Helchin;1;0; -     ; 120   
2019;35002;Bredene;Bredene;1;0; -     ; 1.231   
2019;35005;Gistel;Gistel;1;0; -     ; 694   
2019;35006;Ichtegem;Ichtegem;1;0; -     ; 668   
2019;35011;Middelkerke;Middelkerke;1;0; -     ; 2.277   
2019;35013;Oostende;Ostende;1;0; -     ; 10.440   
2019;35014;Oudenburg;Oudenburg;1;0; -     ; 482   
2019;35029;De Haan;De Haan;1;0; -     ; 1.181   
2019;36006;Hooglede;Hooglede;1;0; -     ; 375   
2019;36007;Ingelmunster;Ingelmunster;1;0; -     ; 490   
2019;36008;Izegem;Izegem;1;0; -     ; 1.643   
2019;36010;Ledegem;Ledegem;1;0; -     ; 385   
2019;36011;Lichtervelde;Lichtervelde;1;0; -     ; 361   
2019;36012;Moorslede;Moorslede;1;0; -     ; 549   
2019;36015;Roeselare;Roulers;1;0; -     ; 4.353   
2019;36019;Staden;Staden;1;0; -     ; 504   
2019;37002;Dentergem;Dentergem;1;0; -     ; 333   
2019;37007;Meulebeke;Meulebeke;1;0; -     ; 511   
2019;37010;Oostrozebeke;Oostrozebeke;1;0; -     ; 310   
2019;37011;Pittem;Pittem;1;0; -     ; 249   
2019;37012;Ruiselede;Ruiselede;1;0; -     ; 194   
2019;37015;Tielt (Tielt);Tielt (Tielt);1;0; -     ; 1.144   
2019;37017;Wielsbeke;Wielsbeke;1;0; -     ; 372   
2019;37018;Wingene;Wingene;1;0; -     ; 544   
2019;37020;Ardooie;Ardooie;1;0; -     ; 427   
2019;38002;Alveringem;Alveringem;1;0; -     ; 219   
2019;38008;De Panne;La Panne;1;0; -     ; 1.300   
2019;38014;Koksijde;Koksijde;1;0; -     ; 1.937   
2019;38016;Nieuwpoort;Nieuport;1;0; -     ; 1.291   
2019;38025;Veurne;Furnes;1;0; -     ; 765   
2019;41002;Aalst (Aalst);Alost (Alost);1;0; -     ; 6.480   
2019;41011;Denderleeuw;Denderleeuw;1;0; -     ; 1.046   
2019;41018;Geraardsbergen;Grammont;1;0; -     ; 2.264   
2019;41024;Haaltert;Haaltert;1;0; -     ; 943   
2019;41027;Herzele;Herzele;1;0; -     ; 908   
2019;41034;Lede;Lede;1;0; -     ; 1.025   
2019;41048;Ninove;Ninove;1;0; -     ; 2.127   
2019;41063;Sint-Lievens-Houtem;Sint-Lievens-Houtem;1;0; -     ; 435   
2019;41081;Zottegem;Zottegem;1;0; -     ; 1.735   
2019;41082;Erpe-Mere;Erpe-Mere;1;0; -     ; 1.008   
2019;42003;Berlare;Berlare;1;0; -     ; 703   
2019;42004;Buggenhout;Buggenhout;1;0; -     ; 666   
2019;42006;Dendermonde;Termonde;1;0; -     ; 3.047   
2019;42008;Hamme (Dendermonde);Hamme (Termonde);1;0; -     ; 1.416   
2019;42010;Laarne;Laarne;1;0; -     ; 542   
2019;42011;Lebbeke;Lebbeke;1;0; -     ; 980   
2019;42023;Waasmunster;Waasmunster;1;0; -     ; 428   
2019;42025;Wetteren;Wetteren;1;0; -     ; 1.768   
2019;42026;Wichelen;Wichelen;1;0; -     ; 616   
2019;42028;Zele;Zele;1;0; -     ; 1.110   
2019;43002;Assenede;Assenede;1;0; -     ; 713   
2019;43005;Eeklo;Eeklo;1;0; -     ; 1.778   
2019;43007;Kaprijke;Kaprijke;1;0; -     ; 256   
2019;43010;Maldegem;Maldegem;1;0; -     ; 1.172   
2019;43014;Sint-Laureins;Sint-Laureins;1;0; -     ; 340   
2019;43018;Zelzate;Zelzate;1;0; -     ; 814   
2019;44012;De Pinte;De Pinte;1;0; -     ; 332   
2019;44013;Destelbergen;Destelbergen;1;0; -     ; 774   
2019;44019;Evergem;Evergem;1;0; -     ; 1.442   
2019;44020;Gavere;Gavere;1;0; -     ; 591   
2019;44021;Gent;Gand;1;0; -     ; 29.943   
2019;44034;Lochristi;Lochristi;1;0; -     ; 745   
2019;44040;Melle;Melle;1;0; -     ; 552   
2019;44043;Merelbeke;Merelbeke;1;0; -     ; 1.128   
2019;44045;Moerbeke (Gent);Moerbeke (Gand);1;0; -     ; 276   
2019;44048;Nazareth;Nazareth;1;0; -     ; 425   
2019;44052;Oosterzele;Oosterzele;1;0; -     ; 504   
2019;44064;Sint-Martens-Latem;Sint-Martens-Latem;1;0; -     ; 302   
2019;44073;Wachtebeke;Wachtebeke;1;0; -     ; 368   
2019;44081;Zulte;Zulte;1;0; -     ; 640   
2019;44083;Deinze;Deinze;1;0; -     ; 2.165   
2019;44084;Aalter;Aalter;1;0; -     ; 1.264   
2019;44085;Lievegem;Lievegem;1;0; -     ; 1.144   
2019;45035;Oudenaarde;Audenarde;1;0; -     ; 1.962   
2019;45041;Ronse;Renaix;1;0; -     ; 1.747   
2019;45059;Brakel;Brakel;1;0; -     ; 715   
2019;45060;Kluisbergen;Kluisbergen;1;0; -     ; 302   
2019;45061;Wortegem-Petegem;Wortegem-Petegem;1;0; -     ; 192   
2019;45062;Horebeke;Horebeke;1;0; -     ; 59   
2019;45063;Lierde;Lierde;1;0; -     ; 257   
2019;45064;Maarkedal;Maarkedal;1;0; -     ; 201   
2019;45065;Zwalm;Zwalin;1;0; -     ; 332   
2019;45068;Kruisem;Kruisem;1;0; -     ; 616   
2019;46003;Beveren (Sint-Niklaas);Beveren (Saint-Nicolas);1;0; -     ; 2.484   
2019;46013;Kruibeke;Kruibeke;1;0; -     ; 800   
2019;46014;Lokeren;Lokeren;1;0; -     ; 2.264   
2019;46020;Sint-Gillis-Waas;Sint-Gillis-Waas;1;0; -     ; 760   
2019;46021;Sint-Niklaas (Sint-Niklaas);Saint-Nicolas (Saint-Nicolas);1;0; -     ; 5.690   
2019;46024;Stekene;Stekene;1;0; -     ; 827   
2019;46025;Temse;Tamise;1;0; -     ; 1.582   
2019;51004;Aat;Ath;1;0; -     ; 2.061   
2019;51008;Beloeil;Beloeil;1;0; -     ; 756   
2019;51009;Bernissart;Bernissart;1;0; -     ; 696   
2019;51012;Brugelette;Brugelette;1;0; -     ; 236   
2019;51014;Chièvres;Chièvres;1;0; -     ; 281   
2019;51017;Elzele;Ellezelles;1;0; -     ; 278   
2019;51019;Vloesberg;Flobecq;1;0; -     ; 198   
2019;51065;Frasnes-lez-Anvaing;Frasnes-lez-Anvaing;1;0; -     ; 469   
2019;51067;Edingen;Enghien;1;0; -     ; 890   
2019;51068;Opzullik;Silly;1;0; -     ; 250   
2019;51069;Lessen;Lessines;1;0; -     ; 1.230   
2019;52010;Chapelle-lez-Herlaimont;Chapelle-lez-Herlaimont;1;0; -     ; 951   
2019;52011;Charleroi;Charleroi;1;0; -     ; 21.476   
2019;52012;Châtelet;Châtelet;1;0; -     ; 3.134   
2019;52015;Courcelles;Courcelles;1;0; -     ; 2.078   
2019;52018;Farciennes;Farciennes;1;0; -     ; 759   
2019;52021;Fleurus;Fleurus;1;0; -     ; 1.488   
2019;52022;Fontaine-l’Evêque;Fontaine-l’Evêque;1;0; -     ; 1.340   
2019;52025;Gerpinnes;Gerpinnes;1;0; -     ; 543   
2019;52048;Montigny-le-Tilleul;Montigny-le-Tilleul;1;0; -     ; 546   
2019;52055;Pont-à-Celles;Pont-à-Celles;1;0; -     ; 769   
2019;52074;Aiseau-Presles;Aiseau-Presles;1;0; -     ; 611   
2019;52075;Les Bons Villers;Les Bons Villers;1;0; -     ; 422   
2019;53014;Boussu;Boussu;1;0; -     ; 1.625   
2019;53020;Dour;Dour;1;0; -     ; 1.281   
2019;53028;Frameries;Frameries;1;0; -     ; 1.736   
2019;53039;Hensies;Hensies;1;0; -     ; 439   
2019;53044;Jurbeke;Jurbise;1;0; -     ; 397   
2019;53046;Lens;Lens;1;0; -     ; 218   
2019;53053;Bergen;Mons;1;0; -     ; 10.552   
2019;53065;Quaregnon;Quaregnon;1;0; -     ; 1.431   
2019;53068;Quiévrain;Quiévrain;1;0; -     ; 586   
2019;53070;Saint-Ghislain;Saint-Ghislain;1;0; -     ; 1.698   
2019;53082;Colfontaine;Colfontaine;1;0; -     ; 1.536   
2019;53083;Honnelles;Honnelles;1;0; -     ; 258   
2019;53084;Quévy;Quévy;1;0; -     ; 376   
2019;55004;’s Gravenbrakel;Braine-le-Comte;1;0; -     ; 1.206   
2019;55035;Le Roeulx;Le Roeulx;1;0; -     ; 397   
2019;55040;Zinnik;Soignies;1;0; -     ; 1.619   
2019;55050;Ecaussinnes;Ecaussinnes;1;0; -     ; 587   
2019;55085;Seneffe;Seneffe;1;0; -     ; 512   
2019;55086;Manage;Manage;1;0; -     ; 1.517   
2019;56001;Anderlues;Anderlues;1;0; -     ; 822   
2019;56005;Beaumont;Beaumont;1;0; -     ; 420   
2019;56016;Chimay;Chimay;1;0; -     ; 764   
2019;56022;Erquelinnes;Erquelinnes;1;0; -     ; 750   
2019;56029;Froidchapelle;Froidchapelle;1;0; -     ; 244   
2019;56044;Lobbes;Lobbes;1;0; -     ; 297   
2019;56049;Merbes-le-Château;Merbes-le-Château;1;0; -     ; 254   
2019;56051;Momignies;Momignies;1;0; -     ; 325   
2019;56078;Thuin;Thuin;1;0; -     ; 873   
2019;56086;Ham-sur-Heure-Nalinnes;Ham-sur-Heure-Nalinnes;1;0; -     ; 530   
2019;56088;Sivry-Rance;Sivry-Rance;1;0; -     ; 265   
2019;57003;Antoing;Antoing;1;0; -     ; 494   
2019;57018;Celles (Doornik);Celles (Tournai);1;0; -     ; 242   
2019;57027;Estaimpuis;Estaimpuis;1;0; -     ; 479   
2019;57062;Pecq;Pecq;1;0; -     ; 285   
2019;57064;Péruwelz;Péruwelz;1;0; -     ; 1.163   
2019;57072;Rumes;Rumes;1;0; -     ; 302   
2019;57081;Doornik;Tournai;1;0; -     ; 6.725   
2019;57093;Brunehaut;Brunehaut;1;0; -     ; 405   
2019;57094;Leuze-en-Hainaut;Leuze-en-Hainaut;1;0; -     ; 927   
2019;57095;Mont-de-l’Enclus;Mont-de-l’Enclus;1;0; -     ; 159   
2019;57096;Moeskroen;Mouscron;1;0; -     ; 4.917   
2019;57097;Komen-Waasten;Comines-Warneton;1;0; -     ; 1.156   
2019;58001;La Louvière;La Louvière;1;0; -     ; 6.617   
2019;58002;Binche;Binche;1;0; -     ; 2.453   
2019;58003;Estinnes;Estinnes;1;0; -     ; 407   
2019;58004;Morlanwelz;Morlanwelz;1;0; -     ; 1.263   
2019;61003;Amay;Amay;1;0; -     ; 842   
2019;61010;Burdinne;Burdinne;1;0; -     ; 116   
2019;61012;Clavier;Clavier;1;0; -     ; 151   
2019;61019;Ferrières;Ferrières;1;0; -     ; 218   
2019;61024;Hamoir;Hamoir;1;0; -     ; 245   
2019;61028;Héron;Héron;1;0; -     ; 180   
2019;61031;Hoei;Huy;1;0; -     ; 2.199   
2019;61039;Marchin;Marchin;1;0; -     ; 240   
2019;61041;Modave;Modave;1;0; -     ; 134   
2019;61043;Nandrin;Nandrin;1;0; -     ; 135   
2019;61048;Ouffet;Ouffet;1;0; -     ; 122   
2019;61063;Verlaine;Verlaine;1;0; -     ; 108   
2019;61068;Villers-Le-Bouillet;Villers-Le-Bouillet;1;0; -     ; 218   
2019;61072;Wanze;Wanze;1;0; -     ; 645   
2019;61079;Anthisnes;Anthisnes;1;0; -     ; 165   
2019;61080;Engis;Engis;1;0; -     ; 351   
2019;61081;Tinlot;Tinlot;1;0; -     ; 76   
2019;62003;Ans;Ans;1;0; -     ; 2.192   
2019;62006;Awans;Awans;1;0; -     ; 395   
2019;62009;Aywaille;Aywaille;1;0; -     ; 810   
2019;62011;Bitsingen;Bassenge;1;0; -     ; 404   
2019;62015;Beyne-Heusay;Beyne-Heusay;1;0; -     ; 834   
2019;62022;Chaudfontaine;Chaudfontaine;1;0; -     ; 1.094   
2019;62026;Comblain-au-Pont;Comblain-au-Pont;1;0; -     ; 338   
2019;62027;Dalhem;Dalhem;1;0; -     ; 258   
2019;62032;Esneux;Esneux;1;0; -     ; 872   
2019;62038;Fléron;Fléron;1;0; -     ; 1.100   
2019;62051;Herstal;Herstal;1;0; -     ; 3.038   
2019;62060;Juprelle;Juprelle;1;0; -     ; 362   
2019;62063;Luik;Liège;1;0; -     ; 32.952   
2019;62079;Oupeye;Oupeye;1;0; -     ; 1.508   
2019;62093;Saint-Nicolas (Luik);Saint-Nicolas (Liège);1;0; -     ; 1.957   
2019;62096;Seraing;Seraing;1;0; -     ; 6.346   
2019;62099;Soumagne;Soumagne;1;0; -     ; 769   
2019;62100;Sprimont;Sprimont;1;0; -     ; 617   
2019;62108;Wezet;Visé;1;0; -     ; 1.118   
2019;62118;Grâce-Hollogne;Grâce-Hollogne;1;0; -     ; 1.369   
2019;62119;Blegny;Blegny;1;0; -     ; 538   
2019;62120;Flémalle;Flémalle;1;0; -     ; 1.812   
2019;62121;Neupré;Neupré;1;0; -     ; 351   
2019;62122;Trooz;Trooz;1;0; -     ; 488   
2019;63001;Amel;Amblève;1;0; -     ; 194   
2019;63003;Aubel;Aubel;1;0; -     ; 227   
2019;63004;Baelen;Baelen;1;0; -     ; 168   
2019;63012;Büllingen;Bullange;1;0; -     ; 266   
2019;63013;Bütgenbach;Butgenbach;1;0; -     ; 295   
2019;63020;Dison;Dison;1;0; -     ; 1.179   
2019;63023;Eupen;Eupen;1;0; -     ; 1.750   
2019;63035;Herve;Herve;1;0; -     ; 822   
2019;63038;Jalhay;Jalhay;1;0; -     ; 304   
2019;63040;Kelmis;La Calamine;1;0; -     ; 874   
2019;63045;Lierneux;Lierneux;1;0; -     ; 184   
2019;63046;Limburg;Limbourg;1;0; -     ; 357   
2019;63048;Lontzen;Lontzen;1;0; -     ; 235   
2019;63049;Malmedy;Malmedy;1;0; -     ; 959   
2019;63057;Olne;Olne;1;0; -     ; 125   
